open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,anomaly,anomaly_flag
18200.46707354774,18210.266643147766,18193.63057785172,18194.95359858805,4410,18195.396307108866,75027,407400,318800,16850,18700,-13392.0,726200,-5900.0,1,0
18197.582672347133,18232.98534673412,18191.17975826252,18213.22693314374,2190,18227.14409434944,86352,402000,325900,17000,18150,11325.0,727900,1700.0,1,0
18191.733919444523,18220.730583467288,18176.34056017165,18209.857574012145,2530,18214.39957438325,112617,399500,321300,16050,19050,26265.0,720800,-7100.0,1,0
18208.68286319525,18217.41190961764,18200.38946607549,18201.70295985929,910,18200.75438716669,72376,399000,323600,17900,18950,-40241.0,722600,1800.0,1,0
18229.56674341988,18241.894567132484,18199.923988010545,18224.55764917569,620,18224.930239102567,123041,395200,314700,17200,17100,50665.0,709900,-12700.0,1,0
18215.248456016743,18237.506186269464,18212.15773079457,18223.077259482303,2030,18231.520200881085,76420,394800,317600,19800,19000,-46621.0,712400,2500.0,1,0
18199.704236230013,18203.46246525541,18193.013836991624,18196.181404566534,3230,18195.27068483099,102998,396800,322700,16550,17650,26578.0,719500,7100.0,1,0
18192.37891856876,18194.32611890441,18191.284318851805,18191.96584952687,3470,18189.58388598255,109698,399700,320700,16350,17150,6700.0,720400,900.0,1,0
18129.852406709644,18133.52187645769,18126.51089936167,18130.08255086828,1000,18131.321518199737,116492,392700,320600,16750,16500,6794.0,713300,-7100.0,1,0
18126.181932962765,18128.589243934133,18115.90875823162,18126.056520211143,2610,18126.020364933087,98319,406400,325300,16250,17100,-18173.0,731700,18400.0,1,0
18171.14434395572,18177.120498764703,18162.306959437672,18164.877772485444,1930,18166.03699198579,96568,409300,329200,19650,18950,-1751.0,738500,6800.0,1,0
18164.5393513754,18165.17086235022,18156.979721045736,18160.06067691913,4060,18168.68814710865,111930,409500,322900,17300,19550,15362.0,732400,-6100.0,1,0
18180.437287259483,18204.358035656096,18180.06152302965,18193.560217811955,520,18198.59893761275,105560,395900,313300,19750,16500,-6370.0,709200,-23200.0,1,0
18189.10915504049,18198.72950384084,18177.50364671681,18177.68178451344,3030,18178.50537481258,93083,397700,322600,19650,16800,-12477.0,720300,11100.0,1,0
18273.48931339291,18286.304117234868,18266.157715013804,18280.91936153773,3840,18282.22910852269,107419,409200,325200,18100,17700,14336.0,734400,14100.0,1,0
18304.385949014144,18312.94870688665,18296.53509877072,18301.832826443013,3050,18304.770328209757,96657,404400,311900,19300,16550,-10762.0,716300,-18100.0,1,0
18301.057116154658,18302.6851587582,18294.28812116447,18298.497162743424,1470,18301.748361724203,87989,404800,318000,16950,19700,-8668.0,722800,6500.0,1,0
18275.02755492573,18290.593707542303,18260.951751873905,18282.249589015224,2220,18285.521090136863,92433,408400,310500,18750,17250,4444.0,718900,-3900.0,1,0
18231.226104569672,18238.13166139772,18219.78282172729,18234.32588058889,1990,18242.787962588118,109728,397400,316800,19700,19950,17295.0,714200,-4700.0,1,0
18236.973409869715,18245.31468308621,18230.72109224976,18242.176536898525,3280,18246.9032950126,81438,403800,322100,18800,19700,-28290.0,725900,11700.0,1,0
18216.47698350169,18228.46975584985,18209.005510272265,18225.29544029388,1080,18230.17867680016,122126,407700,314800,16200,18700,40688.0,722500,-3400.0,1,0
18177.83750799676,18185.9978125254,18166.184566753745,18174.826273019487,4950,18186.240711053808,88854,399500,319200,18450,17550,-33272.0,718700,-3800.0,1,0
18160.397712345817,18164.826174115413,18148.52121360625,18154.83848104943,1620,18168.69053983501,54802,398500,323200,19500,18050,-34052.0,721700,3000.0,1,0
18131.14089552973,18140.88033706884,18116.622525669914,18121.303386984797,3730,18118.235606420832,111050,398100,307600,16200,16050,56248.0,705700,-16000.0,1,0
18177.2654808251,18181.777079187483,18160.467493058062,18169.76362765805,2920,18164.791064225978,45970,392300,316400,17450,18550,-65080.0,708700,3000.0,1,0
18201.502096931115,18247.253567755262,18198.953473984944,18228.341071114268,3590,18230.07601117959,79761,407600,326200,16900,16500,33791.0,733800,25100.0,1,0
18201.466440915545,18223.540653349013,18177.12591900201,18212.793937724786,1060,18220.71538430979,148449,397500,321000,19800,19050,68688.0,718500,-15300.0,1,0
18242.099473238894,18252.5366272305,18213.81631027062,18229.77625674684,4560,18235.478456382392,121199,399700,322100,17100,17450,-27250.0,721800,3300.0,1,0
18244.399079712384,18257.05949356473,18230.71730857408,18232.3353543479,4160,18241.747431201795,119547,397200,320200,17600,18500,-1652.0,717400,-4400.0,1,0
18221.02608909457,18232.37697252479,18220.27500230423,18225.416136135584,1090,18226.915921053456,77623,387900,312700,19500,18550,-41924.0,700600,-16800.0,-1,1
18262.885633568603,18268.368025190142,18259.51322033774,18267.882950771495,3780,18260.81305994789,96267,399100,334100,19250,18300,18644.0,733200,32600.0,1,0
18277.837458357903,18287.890422963195,18263.40311838601,18282.85366312063,2650,18279.01363273854,124828,388400,323600,18550,18050,28561.0,712000,-21200.0,1,0
18249.60413994444,18251.137246671515,18239.815568997947,18247.277718791665,2820,18254.018632097108,112792,394000,316000,18650,16000,-12036.0,710000,-2000.0,1,0
18244.57692024598,18253.199412520546,18239.86398982217,18243.432490297684,1040,18252.89218586304,122717,385700,320900,19550,18600,9925.0,706600,-3400.0,1,0
18220.811930483957,18228.362573191924,18215.51166237035,18223.79904605673,4220,18217.019081091505,135630,395100,312900,16450,18100,12913.0,708000,1400.0,1,0
18183.23932986479,18192.007329100263,18183.091835449828,18184.020236409888,2570,18195.352467996865,113202,389200,321100,18750,17250,-22428.0,710300,2300.0,1,0
18208.70033347932,18215.45993941309,18177.97451301307,18188.49504576065,1120,18194.66803461149,75386,395700,321000,16800,16750,-37816.0,716700,6400.0,1,0
18261.109693056347,18266.931221078736,18255.38345651597,18259.011494925668,2330,18262.277545854056,111967,409400,316000,18900,16200,36581.0,725400,8700.0,1,0
18223.022983864477,18224.997294593028,18208.457832804463,18215.265384354407,3600,18215.48311238048,95289,392900,313800,19750,19200,-16678.0,706700,-18700.0,1,0
18238.60037023462,18242.964758433216,18236.042387807018,18240.19817575951,3300,18252.55314340593,74182,402000,327000,17900,18400,-21107.0,729000,22300.0,1,0
18220.99104788889,18250.18519295009,18208.21024204296,18248.18823666993,750,18256.748496987224,117891,403400,322300,17150,17300,43709.0,725700,-3300.0,1,0
18207.864127689805,18218.18676153987,18206.87963766783,18211.209655806997,2260,18217.53344437399,124041,399100,319300,17500,17450,6150.0,718400,-7300.0,1,0
18191.873889674465,18201.335426160327,18178.908032079948,18189.022043418707,1120,18188.668798956835,98122,405600,322600,19850,19950,-25919.0,728200,9800.0,1,0
18168.494427781723,18194.547077849784,18162.26908323898,18176.86830050782,4780,18189.30590204028,106409,405400,318300,17750,18000,8287.0,723700,-4500.0,1,0
18169.998522371865,18190.932299995347,18157.26126868172,18174.383741470545,1220,18178.18410229634,58546,392300,317600,16750,17450,-47863.0,709900,-13800.0,1,0
18147.546561721025,18156.782644046518,18144.79824968868,18151.358403883925,3840,18156.61694747433,122475,395100,315300,18250,19100,63929.0,710400,500.0,1,0
18155.09179705763,18163.962146289952,18142.872514388928,18160.60051117109,2160,18164.630672036496,115865,396200,318600,16000,19350,-6610.0,714800,4400.0,1,0
18153.90527051689,18177.88166479971,18152.150657209226,18172.5724190472,2740,18172.03332715337,105004,397000,312200,17300,16850,-10861.0,709200,-5600.0,1,0
18147.58115105389,18148.492846700283,18123.974401668715,18137.31970622746,1140,18142.68683469021,74951,405100,318300,18200,19250,-30053.0,723400,14200.0,1,0
18123.074061557338,18127.886067296506,18122.876005831014,18127.36589616033,1180,18134.78146743277,67112,401900,322400,19050,16600,-7839.0,724300,900.0,1,0
18107.582612741724,18111.29964753509,18092.79519192418,18099.19535132071,4890,18100.4173687556,140531,391800,333400,17950,18000,73419.0,725200,900.0,-1,1
18128.29298673059,18135.42326407584,18114.92235216631,18133.328234735956,580,18138.22827705946,80008,396800,321900,17150,16600,-60523.0,718700,-6500.0,1,0
18142.100685726266,18154.738303053724,18132.01344833459,18133.76723413126,2850,18137.71223206158,102683,405500,327000,19400,17000,22675.0,732500,13800.0,1,0
18115.69897772148,18123.3016756668,18109.940810166863,18111.9185319422,2470,18120.51335087423,80626,397700,325200,16650,17550,-22057.0,722900,-9600.0,1,0
18118.579574926323,18126.48674365564,18104.231805377025,18115.906269879884,4610,18117.904773518712,54221,399600,312500,18800,18400,-26405.0,712100,-10800.0,1,0
18139.193579473784,18156.810770946708,18137.98729440518,18148.04384365892,2220,18152.906998362447,108960,386500,315800,17900,16700,54739.0,702300,-9800.0,1,0
18094.008844300173,18103.03666297232,18082.05872597916,18102.318105716065,3310,18108.31270320787,112077,396800,323500,16200,18700,3117.0,720300,18000.0,1,0
18108.943290491214,18111.663850904268,18078.272267040196,18097.66397782819,770,18099.53762665005,66624,406200,327200,19050,16950,-45453.0,733400,13100.0,1,0
18091.13401883894,18100.727413496435,18086.884732898136,18091.63092902109,3450,18090.769652139683,122165,407700,323000,18600,18050,55541.0,730700,-2700.0,1,0
18106.80587979321,18110.06659127499,18098.9449948852,18100.381767450133,4480,18100.40381668765,89467,412200,321400,16400,17550,-32698.0,733600,2900.0,1,0
18086.268325900368,18091.13032862011,18064.44015190026,18074.8874971484,1830,18080.72129381039,78348,396200,325300,19450,18250,-11119.0,721500,-12100.0,1,0
18037.549550308417,18043.46048983661,18030.10504841909,18035.592322408276,760,18037.926221226964,77036,395200,324200,18350,16150,-1312.0,719400,-2100.0,1,0
17993.74787912878,18003.376257711327,17981.906236414132,17990.972498368516,870,17993.22898303435,117424,404900,314800,19450,16350,40388.0,719700,300.0,1,0
17995.225719902875,18032.54640462252,17992.942689938365,18017.060375367877,2450,18023.929276400115,61525,404700,317100,17600,19950,-55899.0,721800,2100.0,1,0
18002.4177565394,18014.38474242448,17986.277901347094,18006.31491836337,2520,18015.42336697312,75156,398500,320000,17050,16750,13631.0,718500,-3300.0,1,0
17978.194264035526,17980.165594045902,17963.224493468468,17965.810726510477,1340,17975.826931201867,108631,407800,315400,18350,18750,33475.0,723200,4700.0,1,0
17995.603578677594,18002.72857179751,17988.317667409556,17990.521854132294,3690,17990.814193861963,105973,407900,322600,19750,16150,-2658.0,730500,7300.0,1,0
17950.988846185235,17965.28066190632,17948.565894440777,17960.1562662572,790,17968.720094162734,79560,392700,315800,19900,17300,-26413.0,708500,-22000.0,1,0
17949.389130765117,17975.790901438144,17935.537129973374,17968.132266768906,1480,17982.964868821917,125726,402000,315000,19500,18900,46166.0,717000,8500.0,1,0
17916.992394692745,17928.00403127948,17888.514257122963,17902.784369221004,4360,17907.042028374657,77738,393500,314800,16750,18100,-47988.0,708300,-8700.0,1,0
17899.661538094475,17912.657745758897,17881.910755047877,17882.836532988877,2390,17886.019802034814,95829,409000,312600,19000,17400,18091.0,721600,13300.0,1,0
17901.11322383435,17917.9861658256,17888.303615784058,17917.85940355544,610,17919.928409686385,93181,390800,316600,16650,18400,-2648.0,707400,-14200.0,1,0
17878.203371898544,17887.018593461893,17875.87888141615,17881.68617264835,1400,17879.555978241533,93258,392800,308800,17350,19650,77.0,701600,-5800.0,1,0
17868.07228218182,17870.745182949442,17852.45627796945,17860.314923534188,790,17868.399860326266,96093,397500,314000,17950,17350,2835.0,711500,9900.0,1,0
17895.242368302625,17907.26586482715,17892.83383939818,17900.026026839278,2620,17903.236246625587,95496,402100,314300,16500,19950,-597.0,716400,4900.0,1,0
17879.94243522655,17885.167448713673,17854.45233795528,17856.37892630285,870,17859.148219494793,95249,410400,320400,18400,16150,-247.0,730800,14400.0,1,0
17902.548703870852,17909.28663654319,17892.006237939237,17902.578918956482,3900,17909.85100078367,96361,414500,323400,17950,17950,1112.0,737900,7100.0,1,0
17872.416168539792,17877.325668382357,17859.281870564282,17875.345646754748,1090,17883.100774572136,121707,413400,323600,18750,17800,25346.0,737000,-900.0,1,0
17886.804002048266,17905.601031232854,17881.23878929166,17895.070121463694,3430,17895.423495760555,95351,403700,319900,18800,17750,-26356.0,723600,-13400.0,1,0
17925.702688688783,17942.019953101517,17900.12961756601,17916.615289989753,4090,17917.097438693734,113838,396200,320500,17000,16550,18487.0,716700,-6900.0,1,0
17859.54538161627,17865.36854013616,17847.685160658784,17860.31054849012,1920,17860.553329189777,102974,396200,319900,17800,16000,-10864.0,716100,-600.0,1,0
17838.388238312717,17845.80558986141,17825.63834578178,17830.134196430245,4510,17845.00549636302,107324,405100,317100,19500,19200,4350.0,722200,6100.0,1,0
17854.014517414947,17858.16450978909,17848.58846911355,17856.29433005561,2290,17867.778494973518,115558,392900,315500,17150,17900,8234.0,708400,-13800.0,1,0
17848.756069178482,17857.54242323291,17825.017727006085,17840.765660125835,3340,17848.1180560051,77194,414500,319600,16800,17300,-38364.0,734100,25700.0,1,0
17858.874161764896,17858.927333966145,17839.6875956247,17855.230050998958,1610,17856.790180802833,112547,402900,313100,19250,17750,35353.0,716000,-18100.0,1,0
17842.880173537822,17849.874607361304,17822.49777029588,17833.99606615572,2790,17836.18824396346,95756,398400,321500,18200,19850,-16791.0,719900,3900.0,1,0
17845.376293723173,17852.86652342158,17844.85476723449,17851.186179350083,4930,17856.70275278158,80779,392000,326300,17400,18200,-14977.0,718300,-1600.0,1,0
17841.38801495557,17859.69395861132,17833.24680831318,17849.04599468764,700,17864.445064028863,115515,391600,318200,19450,17800,34736.0,709800,-8500.0,1,0
17872.84640972208,17881.97510358226,17866.98154213075,17870.749741016374,1940,17875.872626389642,91492,401800,316000,17750,17050,-24023.0,717800,8000.0,1,0
17879.847345973085,17888.404376455168,17879.31404097711,17880.189190729438,1950,17886.49459783928,107549,406500,321500,16850,17250,16057.0,728000,10200.0,1,0
17889.08295498624,17893.194374051243,17860.916372374166,17876.125968994107,4900,17866.031422196455,45751,410900,320800,19900,18850,-61798.0,731700,3700.0,-1,1
17878.212997793078,17887.865824435827,17868.29702434182,17875.53415632131,4240,17880.490571426428,114521,408800,320400,18000,16850,68770.0,729200,-2500.0,1,0
17865.320139097,17870.801108598596,17863.194163848908,17864.871678319043,4700,17860.974305782423,151801,391300,326600,18650,17500,37280.0,717900,-11300.0,1,0
17853.910751301282,17879.060583991308,17846.88368350564,17877.30645427372,3650,17878.270068351412,99846,396400,318500,19650,19300,-51955.0,714900,-3000.0,1,0
17864.656292782245,17869.531438805458,17852.90837492096,17854.723838420065,2150,17858.54592374312,94728,394000,315900,18800,18300,-5118.0,709900,-5000.0,1,0
17853.55727401163,17886.02698897041,17847.4715015139,17866.627660107315,1890,17868.581724014668,90774,400900,324400,17100,18100,-3954.0,725300,15400.0,1,0
17861.49784289554,17870.473031392732,17852.90197128629,17870.400538311507,2520,17870.565160866405,111111,400900,312200,18700,18750,20337.0,713100,-12200.0,1,0
17917.368307351175,17921.298910427453,17906.383353768775,17919.882440261023,2930,17920.095434695275,93917,388000,321000,19100,19050,-17194.0,709000,-4100.0,1,0
17932.383110102786,17947.299441722473,17925.501743284967,17935.71947904886,2500,17937.936109321872,134448,394800,312000,17350,18400,40531.0,706800,-2200.0,1,0
17964.902827363436,17972.18778714289,17964.88743006139,17968.39843093071,4340,17972.101390290536,116820,397300,318000,16150,19400,-17628.0,715300,8500.0,1,0
17954.089180603518,17965.85083178421,17943.831755425406,17953.612314132715,3630,17956.909611816114,96506,402700,315400,16950,16200,-20314.0,718100,2800.0,1,0
17899.462987372826,17912.34757145491,17878.29322294035,17910.4136003345,3080,17920.867242255947,77690,396800,324600,18950,18100,-18816.0,721400,3300.0,1,0
17872.595860590493,17890.776407389578,17859.739029129145,17882.39423633523,3040,17874.975185159907,91835,392200,324900,18150,19050,14145.0,717100,-4300.0,1,0
17822.690529490585,17837.261170663,17815.108137965064,17817.114903157395,4960,17821.98774078169,96786,396100,314900,19050,16750,4951.0,711000,-6100.0,1,0
17813.473766315456,17825.156674739486,17780.55348718941,17801.72357866932,4540,17805.663151420977,73628,395800,324200,16050,17800,-23158.0,720000,9000.0,1,0
17814.144056635505,17823.871840473297,17810.620306553643,17812.33609347787,720,17815.18148762199,121738,393100,318000,19850,19050,48110.0,711100,-8900.0,1,0
17859.175462234954,17861.440685024652,17848.769932937063,17852.031447685888,4420,17851.821809003228,111381,401700,309200,16100,19600,-10357.0,710900,-200.0,1,0
17868.114270250066,17871.197991449586,17867.19687260695,17867.546738070967,2950,17870.317770414455,79028,402700,328500,17600,19800,-32353.0,731200,20300.0,1,0
17862.421488517502,17877.84564821842,17856.575711255726,17873.47330928135,3880,17868.289067821148,64415,403000,315800,18600,18700,-14613.0,718800,-12400.0,1,0
17884.836953619753,17890.97461433174,17862.42414499645,17880.747570849828,3600,17885.43260149864,114357,382900,324900,17150,18550,49942.0,707800,-11000.0,1,0
17825.794781524663,17833.271745850117,17822.083905014108,17825.413101121107,4150,17831.053378236767,67133,401000,315100,18900,18100,-47224.0,716100,8300.0,1,0
17832.274241930438,17833.39645563003,17819.29738850127,17832.79158059012,4210,17832.591486897913,101678,397800,321500,18550,18500,34545.0,719300,3200.0,1,0
17853.08411688099,17878.69628613448,17847.808365778572,17860.657670834677,4520,17874.628407873282,91809,401000,321300,16750,19750,-9869.0,722300,3000.0,1,0
17813.710143278986,17826.553338466936,17789.78227900608,17793.69742561917,3670,17796.61321989204,115999,396100,318000,16500,16900,24190.0,714100,-8200.0,1,0
17844.476573000502,17849.048098067684,17825.076335450438,17839.063448402114,1360,17842.867126459118,116231,411700,322500,17450,18350,232.0,734200,20100.0,1,0
17853.71784668999,17856.10268859615,17849.636370172495,17855.603946403775,2680,17866.33042370138,83574,399000,317100,19500,19900,-32657.0,716100,-18100.0,1,0
17842.778087014744,17856.24862144605,17839.268570493736,17853.484458267954,4720,17868.5284655827,117759,394200,327700,17300,16600,34185.0,721900,5800.0,1,0
17859.90060483117,17870.13457412124,17848.701260535847,17855.507940421303,4050,17853.06170326183,94210,406400,319100,18900,18250,-23549.0,725500,3600.0,1,0
17921.015052200204,17946.4405500237,17897.393336130757,17904.200187554594,760,17904.680937823356,100379,399100,323000,19650,16750,6169.0,722100,-3400.0,1,0
17926.083820880856,17931.787245868913,17922.555863774658,17931.63832054343,4790,17934.67229725009,100789,412300,322400,18150,16450,410.0,734700,12600.0,1,0
17932.93882662988,17933.88764728234,17923.813881929476,17927.241869204106,3390,17926.832020062368,144963,394900,322300,18350,19350,44174.0,717200,-17500.0,1,0
17920.76575312982,17924.830508849383,17898.355393433398,17910.105884368888,3380,17918.234095000003,97612,413000,318900,19850,18600,-47351.0,731900,14700.0,1,0
17898.11449527581,17913.562595455096,17888.974494206625,17892.52719264097,3970,17891.527092502827,66561,400500,328500,19200,19450,-31051.0,729000,-2900.0,1,0
17920.599756903073,17928.550494945404,17918.574789080707,17918.9463543633,2720,17929.33900187613,85705,389400,315600,16550,18200,19144.0,705000,-24000.0,1,0
17897.781199439596,17904.687918994958,17882.5371976976,17892.36940559588,4010,17899.29543756602,114760,399900,311700,18550,16200,29055.0,711600,6600.0,1,0
17899.88161577296,17903.070057144523,17864.07961571062,17880.14193011404,2270,17889.961935714593,94318,393500,325000,17450,16850,-20442.0,718500,6900.0,1,0
17887.240063031033,17906.550691692824,17879.60672375875,17895.263082239107,1970,17894.286874522393,100299,391000,323000,19050,19500,5981.0,714000,-4500.0,1,0
17900.275123371433,17917.66067086939,17894.283570905543,17911.685430364836,4730,17913.207058048232,91360,403200,319600,17850,19600,-8939.0,722800,8800.0,1,0
17909.415424179,17921.815273572694,17900.654962435925,17915.249613179443,2760,17923.65895367335,43667,399000,319300,18550,17350,-47693.0,718300,-4500.0,1,0
17937.489099453076,17947.319470461884,17911.16455431448,17927.28548729715,4000,17934.72491560054,84439,389400,319700,17100,17350,40772.0,709100,-9200.0,1,0
17923.950965406813,17927.762684544337,17917.190579324313,17922.145203219603,2350,17924.18729495026,98454,408300,320600,17600,16550,14015.0,728900,19800.0,1,0
17916.875764036515,17930.71598928833,17908.42696928862,17916.817343239123,4640,17919.623838178577,64610,407000,322500,17650,16100,-33844.0,729500,600.0,1,0
17890.769389020305,17900.951570389043,17880.873722165095,17896.12583518785,3430,17897.373116695755,76423,406200,319200,17850,19950,11813.0,725400,-4100.0,1,0
17879.0290281707,17888.458895260545,17877.234879280146,17885.003667669946,4780,17887.66078530151,93199,393600,317700,18800,17300,16776.0,711300,-14100.0,1,0
17889.3294341407,17896.822954214393,17880.4622947511,17882.76249566657,900,17881.160161486965,93373,407600,327900,19650,17050,174.0,735500,24200.0,1,0
17909.833096602306,17916.650063150802,17906.748331945135,17910.56735996732,4420,17908.060503180273,107888,403000,317500,17450,19350,14515.0,720500,-15000.0,1,0
17885.255333912002,17915.411687169606,17878.55358577298,17889.344622309873,4420,17898.318439130613,94462,393300,322600,19750,17900,-13426.0,715900,-4600.0,1,0
17908.779329034034,17926.503884044254,17905.754839767636,17921.81532938884,2400,17924.29532637558,107152,403100,327100,19600,18100,12690.0,730200,14300.0,1,0
17945.41256218944,17962.687328589058,17940.521654577115,17951.733892444397,1280,17961.524737991072,85999,402500,322000,19900,19200,-21153.0,724500,-5700.0,1,0
17956.724469912326,17981.928451010244,17940.412979777604,17963.8089066755,2540,17970.613515583645,104231,395100,326000,16950,18600,18232.0,721100,-3400.0,1,0
18007.52742539974,18033.78484279265,17996.0990282055,18008.28218055045,4330,18013.569468992853,129422,397800,314500,16400,19550,25191.0,712300,-8800.0,1,0
17986.818372408397,18006.82883419409,17973.003085975954,17999.503208641636,3270,17999.268017734783,105779,401500,317100,16050,19350,-23643.0,718600,6300.0,1,0
17953.44816699063,17958.281294462806,17952.448888399682,17957.12649454964,3210,17954.195282180932,95299,403500,320300,17150,19700,-10480.0,723800,5200.0,1,0
17905.789826693766,17907.81010455681,17895.40406683635,17898.08059712283,810,17899.206876520264,81145,398800,317300,17150,18600,-14154.0,716100,-7700.0,1,0
17946.196189316874,17971.26136328435,17938.720182948582,17958.788765721903,4990,17970.633937812985,101739,401600,323700,19850,17350,20594.0,725300,9200.0,1,0
17963.999537934516,17975.99455267914,17958.338638912395,17970.268104967225,1910,17978.65459653606,95640,395300,317300,18300,19700,-6099.0,712600,-12700.0,1,0
17962.681441785633,17977.197983176513,17950.941922745104,17958.702312477522,3000,17959.328636656785,111239,402700,323700,16500,16000,15599.0,726400,13800.0,1,0
17970.40620999687,17982.920221085824,17941.775869353125,17966.09786829737,3430,17967.289594257534,63561,401600,325000,18450,18550,-47678.0,726600,200.0,1,0
17940.27296339715,17943.243256284506,17933.814559018756,17942.9332865142,1470,17941.52069600127,96237,396600,325900,17900,16950,32676.0,722500,-4100.0,1,0
18006.390088893248,18025.11918875531,17998.070571205437,18010.560231946663,1850,18005.803180410498,108385,388700,319400,16050,16900,12148.0,708100,-14400.0,1,0
18010.060737394415,18013.90315886528,17998.772877685664,18011.837360237932,3260,18015.988728584613,102587,408400,315000,17200,17700,-5798.0,723400,15300.0,1,0
18013.196421285695,18018.23978506912,18011.260409425682,18016.00025342688,3610,18028.92715199276,93349,407000,321300,17250,17300,-9238.0,728300,4900.0,1,0
18032.997493610063,18053.97982048417,18029.51937950537,18048.32515714756,3510,18061.34323017156,93072,397900,320100,19300,17950,-277.0,718000,-10300.0,1,0
18046.19370700843,18056.27369223665,18039.853537786887,18055.86234465376,920,18062.766386187646,78023,399400,320700,18200,17100,-15049.0,720100,2100.0,1,0
18052.43562989809,18059.78389323969,18050.26142382104,18054.156348268127,1690,18054.50295679778,107577,409200,320900,17450,16500,29554.0,730100,10000.0,1,0
18031.22364245255,18046.055061300925,18025.222008581142,18039.710133251963,2690,18035.473614433995,108497,389900,318000,16500,17000,920.0,707900,-22200.0,1,0
18044.16032032532,18063.602259592102,18031.517229806723,18034.844806900408,950,18044.11685706816,71737,396000,326600,17900,17200,-36760.0,722600,14700.0,1,0
18095.35257006307,18101.80615485049,18094.2280733292,18098.95288519605,2850,18105.000922519343,115292,398800,308300,16550,17900,43555.0,707100,-15500.0,1,0
18132.089539807726,18157.03186402704,18123.60321268208,18148.49279217688,970,18150.400771318116,86907,408900,317600,16800,17450,-28385.0,726500,19400.0,1,0
18175.654817186765,18177.89118261084,18166.61335683333,18173.673253722285,2470,18174.67303054697,92480,400800,329700,17250,16600,5573.0,730500,4000.0,1,0
18161.904258256523,18169.18972477713,18153.930297565228,18154.206935127702,1330,18161.107911479223,137077,405900,316700,17050,17900,44597.0,722600,-7900.0,1,0
18135.14594647216,18148.583733883428,18121.099828448296,18129.233082889805,800,18128.363125255863,132038,409400,317700,18600,18600,-5039.0,727100,4500.0,1,0
18131.905841180625,18134.473482587964,18116.110889095333,18122.02727936336,2100,18126.95229637563,71068,401100,318600,16500,18700,-60970.0,719700,-7400.0,1,0
18133.602837940467,18138.73080655524,18121.50468256493,18126.487557558303,4770,18123.47952995529,74420,401700,331400,16250,16250,3352.0,733100,13400.0,1,0
18163.57136211737,18167.85175048498,18157.34383611172,18160.20648697288,1200,18175.97959744077,78980,401100,326100,18350,18050,4560.0,727200,-5900.0,1,0
18117.69921753078,18124.207252926328,18102.53987529685,18104.966397289,570,18104.85569961952,131724,394000,314200,19750,18500,52744.0,708200,-19000.0,1,0
18159.496432160395,18161.070556774896,18153.002828767443,18159.638242700214,4350,18166.80257749362,87855,399000,308400,16400,18350,-43869.0,707400,-800.0,1,0
18155.374479202743,18169.392547709904,18154.910439695454,18163.56506918981,4500,18160.6696789654,70516,395300,316500,16850,16700,-17339.0,711800,4400.0,1,0
18143.9343602789,18159.042378218965,18135.55300885332,18135.69922600504,1010,18138.438152792904,124648,399000,316100,18000,19100,54132.0,715100,3300.0,1,0
18116.591090745267,18138.11454435394,18115.292979881066,18130.35321354295,940,18138.79081825367,111878,400100,321800,18050,17350,-12770.0,721900,6800.0,1,0
18071.85703465257,18076.79397003159,18067.1953511214,18076.47251545172,3420,18086.05822685839,145018,396200,323600,18850,16000,33140.0,719800,-2100.0,1,0
18094.366091119475,18109.594516478926,18085.99389797564,18103.689942320816,4750,18111.456180524827,111838,396000,323800,18250,16750,-33180.0,719800,0.0,1,0
18096.53712822404,18111.297886421155,18074.706415382192,18090.58486451003,3490,18093.452705251435,99362,396000,318200,17050,18150,-12476.0,714200,-5600.0,1,0
18061.735861565787,18073.791988305744,18055.458059520824,18069.452966034947,4220,18069.456845567613,105054,385100,317300,16400,18950,5692.0,702400,-11800.0,1,0
18026.86313156279,18036.373272390265,18012.758724279214,18017.02106007722,870,18014.799504887134,90940,409100,312500,19400,17650,-14114.0,721600,19200.0,1,0
18017.965879335752,18033.40183936978,18011.633362182358,18025.986103882868,4040,18037.723536837504,126109,394300,309200,17450,16300,35169.0,703500,-18100.0,1,0
18063.31158340809,18073.55865677795,18061.16379210121,18064.863577176577,4290,18069.03676609647,127165,395300,321800,19950,19400,1056.0,717100,13600.0,1,0
18056.459897130488,18067.71098463344,18052.248848212523,18061.45477636384,2800,18066.62887324856,68341,391200,320500,17800,18250,-58824.0,711700,-5400.0,1,0
18015.973757960848,18025.93508771237,18000.696410009976,18005.384017178378,3110,18015.279973503544,118850,395200,328900,18500,17600,50509.0,724100,12400.0,1,0
18009.514125136302,18017.27115177445,17991.73765803388,18001.45423865257,1170,18008.223134405693,78578,401600,317400,16450,16600,-40272.0,719000,-5100.0,1,0
18002.32822579408,18009.966792902163,17993.353530896344,18007.703974999433,2280,18010.617168141907,148274,393700,310700,17150,17100,69696.0,704400,-14600.0,1,0
17929.829268263584,17931.902861471743,17911.225604334108,17921.327409362264,4060,17928.913884221063,130340,392800,312700,16850,17600,-17934.0,705500,1100.0,1,0
17928.54836578191,17937.86905385005,17918.420081876302,17932.70067398753,4680,17932.938032925264,77239,401100,316300,17850,16400,-53101.0,717400,11900.0,1,0
