timestamp,total_call_oi,total_put_oi,max_call_strike,max_put_strike
2025-10-26 00:27:21.737199,385700,320900,19550,18600
2025-10-26 00:32:21.737199,395100,312900,16450,18100
2025-10-26 00:37:21.737199,389200,321100,18750,17250
2025-10-26 00:42:21.737199,395700,321000,16800,16750
2025-10-26 00:47:21.737199,409400,316000,18900,16200
2025-10-26 00:52:21.737199,392900,313800,19750,19200
2025-10-26 00:57:21.737199,402000,327000,17900,18400
2025-10-26 01:02:21.737199,403400,322300,17150,17300
2025-10-26 01:07:21.737199,399100,319300,17500,17450
2025-10-26 01:12:21.737199,405600,322600,19850,19950
2025-10-26 01:17:21.737199,405400,318300,17750,18000
2025-10-26 01:22:21.737199,392300,317600,16750,17450
2025-10-26 01:27:21.737199,395100,315300,18250,19100
2025-10-26 01:32:21.737199,396200,318600,16000,19350
2025-10-26 01:37:21.737199,397000,312200,17300,16850
2025-10-26 01:42:21.737199,405100,318300,18200,19250
2025-10-26 01:47:21.737199,401900,322400,19050,16600
2025-10-26 01:52:21.737199,391800,333400,17950,18000
2025-10-26 01:57:21.737199,396800,321900,17150,16600
2025-10-26 02:02:21.737199,405500,327000,19400,17000
2025-10-26 02:07:21.737199,397700,325200,16650,17550
2025-10-26 02:12:21.737199,399600,312500,18800,18400
2025-10-26 02:17:21.737199,386500,315800,17900,16700
2025-10-26 02:22:21.737199,396800,323500,16200,18700
2025-10-26 02:27:21.737199,406200,327200,19050,16950
2025-10-26 02:32:21.737199,407700,323000,18600,18050
2025-10-26 02:37:21.737199,412200,321400,16400,17550
2025-10-26 02:42:21.737199,396200,325300,19450,18250
2025-10-26 02:47:21.737199,395200,324200,18350,16150
2025-10-26 02:52:21.737199,404900,314800,19450,16350
2025-10-26 02:57:21.737199,404700,317100,17600,19950
2025-10-26 03:02:21.737199,398500,320000,17050,16750
2025-10-26 03:07:21.737199,407800,315400,18350,18750
2025-10-26 03:12:21.737199,407900,322600,19750,16150
2025-10-26 03:17:21.737199,392700,315800,19900,17300
2025-10-26 03:22:21.737199,402000,315000,19500,18900
2025-10-26 03:27:21.737199,393500,314800,16750,18100
2025-10-26 03:32:21.737199,409000,312600,19000,17400
2025-10-26 03:37:21.737199,390800,316600,16650,18400
2025-10-26 03:42:21.737199,392800,308800,17350,19650
2025-10-26 03:47:21.737199,397500,314000,17950,17350
2025-10-26 03:52:21.737199,402100,314300,16500,19950
2025-10-26 03:57:21.737199,410400,320400,18400,16150
2025-10-26 04:02:21.737199,414500,323400,17950,17950
2025-10-26 04:07:21.737199,413400,323600,18750,17800
2025-10-26 04:12:21.737199,403700,319900,18800,17750
2025-10-26 04:17:21.737199,396200,320500,17000,16550
2025-10-26 04:22:21.737199,396200,319900,17800,16000
2025-10-26 04:27:21.737199,405100,317100,19500,19200
2025-10-26 04:32:21.737199,392900,315500,17150,17900
2025-10-26 04:37:21.737199,414500,319600,16800,17300
2025-10-26 04:42:21.737199,402900,313100,19250,17750
2025-10-26 04:47:21.737199,398400,321500,18200,19850
2025-10-26 04:52:21.737199,392000,326300,17400,18200
2025-10-26 04:57:21.737199,391600,318200,19450,17800
2025-10-26 05:02:21.737199,401800,316000,17750,17050
2025-10-26 05:07:21.737199,406500,321500,16850,17250
2025-10-26 05:12:21.737199,410900,320800,19900,18850
2025-10-26 05:17:21.737199,408800,320400,18000,16850
2025-10-26 05:22:21.737199,391300,326600,18650,17500
2025-10-26 05:27:21.737199,396400,318500,19650,19300
2025-10-26 05:32:21.737199,394000,315900,18800,18300
2025-10-26 05:37:21.737199,400900,324400,17100,18100
2025-10-26 05:42:21.737199,400900,312200,18700,18750
2025-10-26 05:47:21.737199,388000,321000,19100,19050
2025-10-26 05:52:21.737199,392400,317900,19100,16850
2025-10-26 05:57:21.737199,394800,312000,17350,18400
2025-10-26 06:02:21.737199,397300,318000,16150,19400
2025-10-26 06:07:21.737199,402700,315400,16950,16200
2025-10-26 06:12:21.737199,396800,324600,18950,18100
2025-10-26 06:17:21.737199,392200,324900,18150,19050
2025-10-26 06:22:21.737199,396100,314900,19050,16750
2025-10-26 06:27:21.737199,395800,324200,16050,17800
2025-10-26 06:32:21.737199,393100,318000,19850,19050
2025-10-26 06:37:21.737199,401700,309200,16100,19600
2025-10-26 06:42:21.737199,402700,328500,17600,19800
2025-10-26 06:47:21.737199,403000,315800,18600,18700
2025-10-26 06:52:21.737199,382900,324900,17150,18550
2025-10-26 06:57:21.737199,401000,315100,18900,18100
2025-10-26 07:02:21.737199,397800,321500,18550,18500
2025-10-26 07:07:21.737199,401000,321300,16750,19750
2025-10-26 07:12:21.737199,396100,318000,16500,16900
2025-10-26 07:17:21.737199,411700,322500,17450,18350
2025-10-26 07:22:21.737199,399000,317100,19500,19900
2025-10-26 07:27:21.737199,394200,327700,17300,16600
2025-10-26 07:32:21.737199,406400,319100,18900,18250
2025-10-26 07:37:21.737199,399100,323000,19650,16750
2025-10-26 07:42:21.737199,412300,322400,18150,16450
2025-10-26 07:47:21.737199,394900,322300,18350,19350
2025-10-26 07:52:21.737199,413000,318900,19850,18600
2025-10-26 07:57:21.737199,400500,328500,19200,19450
2025-10-26 08:02:21.737199,389400,315600,16550,18200
2025-10-26 08:07:21.737199,399900,311700,18550,16200
2025-10-26 08:12:21.737199,393500,325000,17450,16850
2025-10-26 08:17:21.737199,391000,323000,19050,19500
2025-10-26 08:22:21.737199,403200,319600,17850,19600
2025-10-26 08:27:21.737199,399000,319300,18550,17350
2025-10-26 08:32:21.737199,389400,319700,17100,17350
2025-10-26 08:37:21.737199,408300,320600,17600,16550
2025-10-26 08:42:21.737199,407000,322500,17650,16100
2025-10-26 08:47:21.737199,406200,319200,17850,19950
2025-10-26 08:52:21.737199,393600,317700,18800,17300
2025-10-26 08:57:21.737199,407600,327900,19650,17050
2025-10-26 09:02:21.737199,403000,317500,17450,19350
2025-10-26 09:07:21.737199,393300,322600,19750,17900
2025-10-26 09:12:21.737199,403100,327100,19600,18100
2025-10-26 09:17:21.737199,402500,322000,19900,19200
2025-10-26 09:22:21.737199,395100,326000,16950,18600
2025-10-26 09:27:21.737199,397800,314500,16400,19550
2025-10-26 09:32:21.737199,401500,317100,16050,19350
2025-10-26 09:37:21.737199,403500,320300,17150,19700
2025-10-26 09:42:21.737199,398800,317300,17150,18600
2025-10-26 09:47:21.737199,401600,323700,19850,17350
2025-10-26 09:52:21.737199,395300,317300,18300,19700
2025-10-26 09:57:21.737199,402700,323700,16500,16000
2025-10-26 10:02:21.737199,401600,325000,18450,18550
2025-10-26 10:07:21.737199,396600,325900,17900,16950
2025-10-26 10:12:21.737199,388700,319400,16050,16900
2025-10-26 10:17:21.737199,408400,315000,17200,17700
2025-10-26 10:22:21.737199,407000,321300,17250,17300
2025-10-26 10:27:21.737199,397900,320100,19300,17950
2025-10-26 10:32:21.737199,399400,320700,18200,17100
2025-10-26 10:37:21.737199,409200,320900,17450,16500
2025-10-26 10:42:21.737199,389900,318000,16500,17000
2025-10-26 10:47:21.737199,396000,326600,17900,17200
2025-10-26 10:52:21.737199,398800,308300,16550,17900
2025-10-26 10:57:21.737199,408900,317600,16800,17450
2025-10-26 11:02:21.737199,400800,329700,17250,16600
2025-10-26 11:07:21.737199,405900,316700,17050,17900
2025-10-26 11:12:21.737199,409400,317700,18600,18600
2025-10-26 11:17:21.737199,401100,318600,16500,18700
2025-10-26 11:22:21.737199,401700,331400,16250,16250
2025-10-26 11:27:21.737199,401100,326100,18350,18050
2025-10-26 11:32:21.737199,394000,314200,19750,18500
2025-10-26 11:37:21.737199,399000,308400,16400,18350
2025-10-26 11:42:21.737199,395300,316500,16850,16700
2025-10-26 11:47:21.737199,399000,316100,18000,19100
2025-10-26 11:52:21.737199,400100,321800,18050,17350
2025-10-26 11:57:21.737199,396200,323600,18850,16000
2025-10-26 12:02:21.737199,396000,323800,18250,16750
2025-10-26 12:07:21.737199,396000,318200,17050,18150
2025-10-26 12:12:21.737199,385100,317300,16400,18950
2025-10-26 12:17:21.737199,409100,312500,19400,17650
2025-10-26 12:22:21.737199,394300,309200,17450,16300
2025-10-26 12:27:21.737199,395300,321800,19950,19400
2025-10-26 12:32:21.737199,391200,320500,17800,18250
2025-10-26 12:37:21.737199,395200,328900,18500,17600
2025-10-26 12:42:21.737199,401600,317400,16450,16600
2025-10-26 12:47:21.737199,393700,310700,17150,17100
2025-10-26 12:52:21.737199,392800,312700,16850,17600
2025-10-26 12:57:21.737199,401100,316300,17850,16400
2025-10-26 13:02:21.737199,398200,313500,17300,16400
2025-10-26 13:07:21.737199,398200,322100,18250,17350
2025-10-26 13:12:21.737199,399100,317500,19700,16550
2025-10-26 13:17:21.737199,402000,316300,18750,16000
2025-10-26 13:22:21.737199,406300,319700,18200,18400
2025-10-26 13:27:21.737199,402000,321400,17500,17300
2025-10-26 13:32:21.737199,409300,320100,18250,19750
2025-10-26 13:37:21.737199,398000,317900,18200,19450
2025-10-26 13:42:21.737199,390500,329300,19850,17950
2025-10-26 13:47:21.737199,401700,326300,19400,16000
2025-10-26 13:52:21.737199,403300,333600,19650,16000
2025-10-26 13:57:21.737199,403600,322700,18150,18250
2025-10-26 14:02:21.737199,408800,319800,17050,16550
2025-10-26 14:07:21.737199,394800,321400,19000,19000
2025-10-26 14:12:21.737199,402100,322400,16350,17000
2025-10-26 14:17:21.737199,393000,322900,17400,17500
2025-10-26 14:22:21.737199,403600,316000,17800,17950
2025-10-26 14:27:21.737199,413700,315600,19900,19350
2025-10-26 14:32:21.737199,397700,303700,17650,18300
2025-10-26 14:37:21.737199,409900,324000,16050,16500
2025-10-26 14:42:21.737199,398100,313700,16200,19850
2025-10-26 14:47:21.737199,399900,315900,18650,19800
2025-10-26 14:52:21.737199,389300,326700,18750,19500
2025-10-26 14:57:21.737199,400900,325900,17300,18350
2025-10-26 15:02:21.737199,400800,316500,16450,19200
2025-10-26 15:07:21.737199,400300,331800,19650,17000
2025-10-26 15:12:21.737199,398800,309800,16600,16650
2025-10-26 15:17:21.737199,408100,321300,19350,18950
2025-10-26 15:22:21.737199,398000,320900,19450,19650
2025-10-26 15:27:21.737199,402800,319800,18800,17850
2025-10-26 15:32:21.737199,404300,320200,19500,16250
2025-10-26 15:37:21.737199,403500,320200,19750,19650
2025-10-26 15:42:21.737199,403400,320800,19900,16750
2025-10-26 15:47:21.737199,400100,316300,18100,17100
2025-10-26 15:52:21.737199,406500,326100,17800,17750
2025-10-26 15:57:21.737199,397800,308400,18450,19850
2025-10-26 16:02:21.737199,405800,323800,19400,18600
2025-10-26 16:07:21.737199,400900,322600,19750,17400
2025-10-26 16:12:21.737199,394600,321300,17900,17350
2025-10-26 16:17:21.737199,401100,332200,17100,16900
2025-10-26 16:22:21.737199,405700,324200,16800,16500
2025-10-26 16:27:21.737199,395200,315300,18050,17450
2025-10-26 16:32:21.737199,407000,321900,18600,18950
2025-10-26 16:37:21.737199,402200,315100,19550,18550
2025-10-26 16:42:21.737199,392100,318700,18400,17700
2025-10-26 16:47:21.737199,403200,318400,17850,17950
2025-10-26 16:52:21.737199,403400,324200,18350,16800
2025-10-26 16:57:21.737199,405700,313600,18900,16200
2025-10-26 17:02:21.737199,398700,321400,19300,19150
2025-10-26 17:07:21.737199,391500,313900,17800,16900
2025-10-26 17:12:21.737199,398700,321900,17550,17200
2025-10-26 17:17:21.737199,391800,317900,19450,16100
2025-10-26 17:22:21.737199,408100,317100,18300,18900
2025-10-26 17:27:21.737199,397000,313200,19800,16950
2025-10-26 17:32:21.737199,384800,317000,19950,18950
2025-10-26 17:37:21.737199,403500,318200,19200,18450
2025-10-26 17:42:21.737199,392500,315500,16350,16350
2025-10-26 17:47:21.737199,400100,322700,16200,19850
2025-10-26 17:52:21.737199,397700,324000,17450,18150
2025-10-26 17:57:21.737199,390500,316900,17100,18950
2025-10-26 18:02:21.737199,388600,312000,17300,17600
2025-10-26 18:07:21.737199,406500,307900,16050,19550
2025-10-26 18:12:21.737199,383500,308800,19450,18050
2025-10-26 18:17:21.737199,405200,325800,16450,19250
2025-10-26 18:22:21.737199,396000,321100,16600,19600
2025-10-26 18:27:21.737199,407400,325800,16500,18950
2025-10-26 18:32:21.737199,406800,324900,18050,16700
2025-10-26 18:37:21.737199,392600,311100,16000,18000
2025-10-26 18:42:21.737199,404600,324100,16250,16850
2025-10-26 18:47:21.737199,395200,323100,18150,19850
2025-10-26 18:52:21.737199,399300,313600,16800,18600
2025-10-26 18:57:21.737199,398100,318900,17650,18000
2025-10-26 19:02:21.737199,400000,321700,17600,16700
2025-10-26 19:07:21.737199,399500,319700,17700,16750
2025-10-26 19:12:21.737199,406400,319800,18100,19950
2025-10-26 19:17:21.737199,408000,333800,16650,19400
2025-10-26 19:22:21.737199,397300,318700,19600,16200
2025-10-26 19:27:21.737199,389100,309300,17150,17950
2025-10-26 19:32:21.737199,400900,306600,18950,16350
2025-10-26 19:37:21.737199,398700,312500,18750,19150
2025-10-26 19:42:21.737199,413300,318200,16500,17900
2025-10-26 19:47:21.737199,397500,318300,16000,19650
2025-10-26 19:52:21.737199,390600,331000,18550,18300
2025-10-26 19:57:21.737199,403300,326200,18200,16800
2025-10-26 20:02:21.737199,392500,314000,18000,19950
2025-10-26 20:07:21.737199,395400,321800,16800,17100
2025-10-26 20:12:21.737199,385600,311200,17150,17100
2025-10-26 20:17:21.737199,401000,321800,18900,17300
2025-10-26 20:22:21.737199,399000,315000,16550,18000
2025-10-26 20:27:21.737199,396500,319400,17550,17300
2025-10-26 20:32:21.737199,402400,311800,18200,16200
2025-10-26 20:37:21.737199,395900,317000,17250,16650
2025-10-26 20:42:21.737199,401600,310400,18500,19100
2025-10-26 20:47:21.737199,395700,320400,17500,19100
2025-10-26 20:52:21.737199,398200,313700,19950,16550
2025-10-26 20:57:21.737199,397600,307700,19600,19650
2025-10-26 21:02:21.737199,401100,327000,18100,16400
2025-10-26 21:07:21.737199,404300,311900,18500,16450
2025-10-26 21:12:21.737199,403300,330800,19150,16150
2025-10-26 21:17:21.737199,400000,318200,19250,19900
2025-10-26 21:22:21.737199,399300,322500,17800,18650
2025-10-26 21:27:21.737199,397900,312400,18100,16750
2025-10-26 21:32:21.737199,392400,314900,19800,19800
2025-10-26 21:37:21.737199,396000,323700,19300,17550
2025-10-26 21:42:21.737199,393400,322200,17150,16000
2025-10-26 21:47:21.737199,404700,312800,18450,18700
2025-10-26 21:52:21.737199,384300,328200,18350,17300
2025-10-26 21:57:21.737199,407100,324900,18100,17600
2025-10-26 22:02:21.737199,399200,310900,17400,19800
2025-10-26 22:07:21.737199,396700,319900,19700,19750
2025-10-26 22:12:21.737199,394800,318000,16850,16800
2025-10-26 22:17:21.737199,401200,332900,16950,18850
2025-10-26 22:22:21.737199,394100,321800,19950,19900
2025-10-26 22:27:21.737199,401800,333300,16050,17300
2025-10-26 22:32:21.737199,392300,317800,19150,17650
2025-10-26 22:37:21.737199,405400,324600,17700,17500
2025-10-26 22:42:21.737199,411300,317900,16200,16200
2025-10-26 22:47:21.737199,408300,317300,17700,16850
2025-10-26 22:52:21.737199,405800,316800,16200,16400
2025-10-26 22:57:21.737199,398000,324900,19700,16300
2025-10-26 23:02:21.737199,400000,323000,17050,18150
2025-10-26 23:07:21.737199,390000,320700,17600,17100
2025-10-26 23:12:21.737199,394000,323700,19450,16650
2025-10-26 23:17:21.737199,400600,315500,16800,17800
2025-10-26 23:22:21.737199,403400,308000,19300,19200
2025-10-26 23:27:21.737199,401700,321700,16450,18050
2025-10-26 23:32:21.737199,399000,321800,19400,19950
2025-10-26 23:37:21.737199,401400,326300,16100,16450
2025-10-26 23:42:21.737199,397300,326900,18450,17400
2025-10-26 23:47:21.737199,396000,321300,18450,16000
2025-10-26 23:52:21.737199,398400,314800,17350,17150
2025-10-26 23:57:21.737199,396700,312300,16300,19250
2025-10-27 00:02:21.737199,398400,305800,17100,17400
2025-10-27 00:07:21.737199,395300,318400,19650,17050
2025-10-27 00:12:21.737199,397000,314500,17200,19600
2025-10-27 00:17:21.737199,403300,314600,18600,16550
2025-10-27 00:22:21.737199,401000,318500,18100,16700
2025-10-27 00:27:21.737199,400900,316800,19900,18050
2025-10-27 00:32:21.737199,403600,320700,16950,18950
2025-10-27 00:37:21.737199,399000,316500,19250,17100
2025-10-27 00:42:21.737199,399900,313700,19650,19150
2025-10-27 00:47:21.737199,395400,324300,19500,16700
2025-10-27 00:52:21.737199,401600,305300,19250,16050
2025-10-27 00:57:21.737199,405100,308000,19000,17700
2025-10-27 01:02:21.737199,400700,325100,16650,17300
2025-10-27 01:07:21.737199,386300,310700,16250,17450
2025-10-27 01:12:21.737199,401300,318900,17650,17100
2025-10-27 01:17:21.737199,397600,318500,16700,18300
2025-10-27 01:22:21.737199,405900,315900,19500,19650
2025-10-27 01:27:21.737199,398400,319800,16250,18100
2025-10-27 01:32:21.737199,414600,311700,17550,17650
2025-10-27 01:37:21.737199,401600,317000,19500,18350
2025-10-27 01:42:21.737199,399600,316900,16050,16250
2025-10-27 01:47:21.737199,400600,327500,17600,18700
2025-10-27 01:52:21.737199,390400,315200,18750,18550
2025-10-27 01:57:21.737199,397200,315300,16400,16650
2025-10-27 02:02:21.737199,399800,327700,17750,16650
2025-10-27 02:07:21.737199,397000,311400,16050,19350
2025-10-27 02:12:21.737199,413600,315400,18900,17450
2025-10-27 02:17:21.737199,400900,323800,17800,17900
2025-10-27 02:22:21.737199,396900,317000,18450,19500
2025-10-27 02:27:21.737199,403700,324900,17050,18000
2025-10-27 02:32:21.737199,403500,324200,18900,19350
2025-10-27 02:37:21.737199,400400,308200,19750,16250
2025-10-27 02:42:21.737199,398100,315800,18950,17050
2025-10-27 02:47:21.737199,388900,332200,16350,17200
2025-10-27 02:52:21.737199,401500,313800,19700,19250
2025-10-27 02:57:21.737199,397800,319200,19100,18800
2025-10-27 03:02:21.737199,397300,324700,19200,17050
2025-10-27 03:07:21.737199,393400,323700,16150,17900
2025-10-27 03:12:21.737199,402100,319300,16150,17850
2025-10-27 03:17:21.737199,392600,325200,18500,18600
2025-10-27 03:22:21.737199,408700,303100,16950,19900
2025-10-27 03:27:21.737199,417500,313800,16950,17000
2025-10-27 03:32:21.737199,397500,319300,19250,18150
2025-10-27 03:37:21.737199,410600,316300,17000,18750
2025-10-27 03:42:21.737199,397400,335000,16700,18100
2025-10-27 03:47:21.737199,388000,316800,18650,18350
2025-10-27 03:52:21.737199,400700,330000,16100,16300
2025-10-27 03:57:21.737199,396200,323700,16950,19900
2025-10-27 04:02:21.737199,395100,317700,19500,16850
2025-10-27 04:07:21.737199,406300,320400,16800,17900
2025-10-27 04:12:21.737199,393500,313800,17700,18900
2025-10-27 04:17:21.737199,404500,322700,17200,17250
2025-10-27 04:22:21.737199,399200,327700,18250,17050
2025-10-27 04:27:21.737199,398100,323000,16250,18200
2025-10-27 04:32:21.737199,401500,322000,16250,18300
2025-10-27 04:37:21.737199,395500,320200,17850,16650
2025-10-27 04:42:21.737199,404700,323600,16900,19100
2025-10-27 04:47:21.737199,411600,329500,18500,19700
2025-10-27 04:52:21.737199,409000,315000,17450,18650
2025-10-27 04:57:21.737199,402500,319800,19400,19150
2025-10-27 05:02:21.737199,400400,317900,16950,18850
2025-10-27 05:07:21.737199,392500,315800,17950,16350
2025-10-27 05:12:21.737199,396000,326100,19400,19500
2025-10-27 05:17:21.737199,399500,317600,18250,19300
2025-10-27 05:22:21.737199,405800,317600,16700,16050
2025-10-27 05:27:21.737199,400000,327400,17850,16450
2025-10-27 05:32:21.737199,395100,328600,17550,19250
2025-10-27 05:37:21.737199,393700,323500,18150,19350
2025-10-27 05:42:21.737199,399400,318500,19750,16700
2025-10-27 05:47:21.737199,393700,320600,18550,16600
2025-10-27 05:52:21.737199,403900,325300,19500,18900
2025-10-27 05:57:21.737199,408400,326400,19900,16700
2025-10-27 06:02:21.737199,389600,324000,19200,18300
2025-10-27 06:07:21.737199,392100,317900,16650,17600
2025-10-27 06:12:21.737199,401500,317000,19900,19300
2025-10-27 06:17:21.737199,402800,325900,19700,19900
2025-10-27 06:22:21.737199,404000,307000,17650,18650
2025-10-27 06:27:21.737199,399000,321700,17150,19550
2025-10-27 06:32:21.737199,401200,318000,17150,18850
2025-10-27 06:37:21.737199,404000,319200,16750,19900
2025-10-27 06:42:21.737199,400000,307600,19100,19550
2025-10-27 06:47:21.737199,404500,320600,19050,16700
2025-10-27 06:52:21.737199,403200,318900,17000,19250
2025-10-27 06:57:21.737199,384000,315500,18550,18350
2025-10-27 07:02:21.737199,392400,317600,17800,16300
2025-10-27 07:07:21.737199,406300,315600,16650,17850
2025-10-27 07:12:21.737199,407200,324700,19250,17200
2025-10-27 07:17:21.737199,403800,321300,19700,19450
2025-10-27 07:22:21.737199,397100,314900,19400,17250
2025-10-27 07:27:21.737199,412100,324200,16400,19750
2025-10-27 07:32:21.737199,398900,330200,19250,18550
2025-10-27 07:37:21.737199,400900,328800,16550,16700
2025-10-27 07:42:21.737199,403100,328400,16600,16550
2025-10-27 07:47:21.737199,398900,326900,18400,17200
2025-10-27 07:52:21.737199,386900,316500,17500,19900
2025-10-27 07:57:21.737199,404700,325700,16100,17650
2025-10-27 08:02:21.737199,403900,313600,17050,18200
2025-10-27 08:07:21.737199,406200,321700,17100,16800
2025-10-27 08:12:21.737199,404700,321300,17300,18900
2025-10-27 08:17:21.737199,396400,326800,17300,16350
2025-10-27 08:22:21.737199,405500,321900,18750,16600
2025-10-27 08:27:21.737199,401000,325500,18500,16150
2025-10-27 08:32:21.737199,394000,321800,17500,16700
2025-10-27 08:37:21.737199,410500,316200,18550,18000
2025-10-27 08:42:21.737199,404600,314000,18050,18700
2025-10-27 08:47:21.737199,404100,323600,16750,18550
2025-10-27 08:52:21.737199,395800,311200,16550,18600
2025-10-27 08:57:21.737199,394600,322200,17000,17200
2025-10-27 09:02:21.737199,394500,318600,18550,16450
2025-10-27 09:07:21.737199,395100,318400,18850,19500
2025-10-27 09:12:21.737199,393000,325700,17000,18450
2025-10-27 09:17:21.737199,403200,317200,16650,17000
2025-10-27 09:22:21.737199,401900,314600,16750,16350
2025-10-27 09:27:21.737199,397700,318900,19250,17050
2025-10-27 09:32:21.737199,398200,318900,17700,19200
2025-10-27 09:37:21.737199,395200,316300,16150,18600
2025-10-27 09:42:21.737199,395300,320100,16700,17550
2025-10-27 09:47:21.737199,395800,332200,18650,16200
2025-10-27 09:52:21.737199,403700,322100,18950,18850
2025-10-27 09:57:21.737199,396500,317400,19600,16200
2025-10-27 10:02:21.737199,395700,320100,17350,16250
2025-10-27 10:07:21.737199,412100,321700,16350,16300
2025-10-27 10:12:21.737199,413300,320500,18900,16500
2025-10-27 10:17:21.737199,400000,309700,18800,17150
2025-10-27 10:22:21.737199,403700,319400,19850,17000
2025-10-27 10:27:21.737199,404200,321400,16450,17200
2025-10-27 10:32:21.737199,394500,319500,18800,19650
2025-10-27 10:37:21.737199,403900,317700,17950,18300
2025-10-27 10:42:21.737199,395200,320900,17700,18800
2025-10-27 10:47:21.737199,403000,327500,18700,19550
2025-10-27 10:52:21.737199,396600,328500,17100,17750
2025-10-27 10:57:21.737199,406200,321700,17100,16900
2025-10-27 11:02:21.737199,393900,313800,18750,18100
2025-10-27 11:07:21.737199,408700,317900,18500,17650
2025-10-27 11:12:21.737199,402000,317500,16250,16600
2025-10-27 11:17:21.737199,404000,323200,16750,18150
2025-10-27 11:22:21.737199,398700,319300,16950,17600
2025-10-27 11:27:21.737199,401600,315000,19150,17450
2025-10-27 11:32:21.737199,397100,325000,18450,16250
2025-10-27 11:37:21.737199,397800,319400,19950,16000
2025-10-27 11:42:21.737199,404100,322100,16700,19150
2025-10-27 11:47:21.737199,396900,315300,17400,16500
2025-10-27 11:52:21.737199,407400,318600,18500,16500
2025-10-27 11:57:21.737199,400700,316200,18300,16850
2025-10-27 12:02:21.737199,388500,328600,16650,18200
2025-10-27 12:07:21.737199,393100,321000,16350,18500
2025-10-27 12:12:21.737199,394500,329700,18100,19650
2025-10-27 12:17:21.737199,406700,325800,18650,16450
2025-10-27 12:22:21.737199,397300,320800,17100,19350
2025-10-27 12:27:21.737199,387400,318500,18250,18350
2025-10-27 12:32:21.737199,399200,321300,18300,16500
2025-10-27 12:37:21.737199,407300,321600,18850,17650
2025-10-27 12:42:21.737199,396500,325200,18950,18150
2025-10-27 12:47:21.737199,393100,319300,19150,17150
2025-10-27 12:52:21.737199,404900,322300,17000,18400
2025-10-27 12:57:21.737199,398200,311400,17000,17750
2025-10-27 13:02:21.737199,398200,324100,16350,18150
2025-10-27 13:07:21.737199,401900,314200,16450,16300
2025-10-27 13:12:21.737199,394700,327500,17300,18200
2025-10-27 13:17:21.737199,399000,318900,19000,18850
2025-10-27 13:22:21.737199,403300,316200,19350,17400
2025-10-27 13:27:21.737199,390000,322100,16700,16150
2025-10-27 13:32:21.737199,405300,325100,18550,16400
2025-10-27 13:37:21.737199,402200,310900,16050,16300
2025-10-27 13:42:21.737199,390500,309400,16600,16500
2025-10-27 13:47:21.737199,408200,320900,18100,16750
2025-10-27 13:52:21.737199,393600,314900,16000,17300
2025-10-27 13:57:21.737199,396900,324500,19300,19050
2025-10-27 14:02:21.737199,406900,316700,17400,16650
2025-10-27 14:07:21.737199,396900,320900,16350,17150
2025-10-27 14:12:21.737199,403500,319500,16500,17550
2025-10-27 14:17:21.737199,411500,322200,17500,17200
2025-10-27 14:22:21.737199,401300,313100,17200,18600
2025-10-27 14:27:21.737199,407600,320800,18500,17850
2025-10-27 14:32:21.737199,405200,323000,17900,19050
2025-10-27 14:37:21.737199,394000,322500,16300,16000
2025-10-27 14:42:21.737199,402100,306200,19550,18800
2025-10-27 14:47:21.737199,395800,312200,16500,19800
2025-10-27 14:52:21.737199,403100,323700,16250,17400
2025-10-27 14:57:21.737199,398700,316700,16050,19400
2025-10-27 15:02:21.737199,396900,326400,16900,19750
2025-10-27 15:07:21.737199,405100,318300,16250,18800
2025-10-27 15:12:21.737199,404700,320400,18400,18550
2025-10-27 15:17:21.737199,404700,323100,18900,16300
2025-10-27 15:22:21.737199,396900,313700,16000,17550
2025-10-27 15:27:21.737199,403900,322500,17250,18350
2025-10-27 15:32:21.737199,398800,315600,16350,18900
2025-10-27 15:37:21.737199,390400,316100,17950,18350
2025-10-27 15:42:21.737199,405800,320400,18250,18100
2025-10-27 15:47:21.737199,396000,313600,18900,17750
2025-10-27 15:52:21.737199,400700,324400,16050,18750
2025-10-27 15:57:21.737199,401600,328500,17100,16750
2025-10-27 16:02:21.737199,398000,326800,17250,16950
2025-10-27 16:07:21.737199,401800,320000,16700,17250
2025-10-27 16:12:21.737199,403500,329300,19450,18100
2025-10-27 16:17:21.737199,400100,319400,17550,19550
2025-10-27 16:22:21.737199,401400,321300,19900,17250
2025-10-27 16:27:21.737199,392300,314600,16750,18000
2025-10-27 16:32:21.737199,404900,318000,18150,18800
2025-10-27 16:37:21.737199,407200,323700,19750,16250
2025-10-27 16:42:21.737199,393700,316900,17050,19350
2025-10-27 16:47:21.737199,398300,327500,16450,19600
2025-10-27 16:52:21.737199,399200,316400,16200,19600
2025-10-27 16:57:21.737199,403000,315100,17200,19300
2025-10-27 17:02:21.737199,395100,307800,18200,17150
2025-10-27 17:07:21.737199,398000,318400,17050,19950
2025-10-27 17:12:21.737199,405400,321900,18550,17550
2025-10-27 17:17:21.737199,405300,319100,16500,19900
2025-10-27 17:22:21.737199,394100,319200,18500,17350
2025-10-27 17:27:21.737199,397200,323900,18950,18250
2025-10-27 17:32:21.737199,397300,319800,18450,18450
2025-10-27 17:37:21.737199,399800,322700,17550,17900
2025-10-27 17:42:21.737199,405000,312600,16350,19000
2025-10-27 17:47:21.737199,394900,313400,19750,19450
2025-10-27 17:52:21.737199,399300,325200,19700,17050
