,open,high,low,close,volume
2025-10-25 23:17:21.737199,18236.973409869715,18245.31468308621,18230.72109224976,18242.176536898525,3280
2025-10-25 23:22:21.737199,18216.47698350169,18228.46975584985,18209.005510272265,18225.295440293878,1080
2025-10-25 23:27:21.737199,18177.83750799676,18185.9978125254,18166.184566753745,18174.826273019487,4950
2025-10-25 23:32:21.737199,18160.397712345817,18164.826174115413,18148.521213606255,18154.83848104943,1620
2025-10-25 23:37:21.737199,18131.140895529734,18140.88033706884,18116.622525669914,18121.303386984793,3730
2025-10-25 23:42:21.737199,18177.2654808251,18181.777079187483,18160.467493058066,18169.763627658052,2920
2025-10-25 23:47:21.737199,18201.502096931115,18247.253567755262,18198.953473984944,18228.341071114268,3590
2025-10-25 23:52:21.737199,18201.466440915545,18223.540653349013,18177.12591900201,18212.793937724782,1060
2025-10-25 23:57:21.737199,18242.099473238894,18252.5366272305,18213.81631027062,18229.776256746838,4560
2025-10-26 00:02:21.737199,18244.399079712384,18257.05949356473,18230.717308574076,18232.3353543479,4160
2025-10-26 00:07:21.737199,18221.026089094572,18232.37697252479,18220.27500230423,18225.416136135584,1090
2025-10-26 00:12:21.737199,18262.885633568603,18268.368025190146,18259.51322033774,18267.882950771498,3780
2025-10-26 00:17:21.737199,18277.837458357906,18287.890422963195,18263.40311838601,18282.85366312063,2650
2025-10-26 00:22:21.737199,18249.604139944437,18251.137246671515,18239.815568997947,18247.277718791665,2820
2025-10-26 00:27:21.737199,18244.57692024598,18253.199412520542,18239.86398982217,18243.432490297684,1040
2025-10-26 00:32:21.737199,18220.811930483953,18228.362573191924,18215.51166237035,18223.799046056734,4220
2025-10-26 00:37:21.737199,18183.23932986479,18192.007329100266,18183.091835449828,18184.020236409888,2570
2025-10-26 00:42:21.737199,18208.70033347932,18215.459939413086,18177.97451301307,18188.49504576065,1120
2025-10-26 00:47:21.737199,18261.109693056347,18266.931221078736,18255.38345651597,18259.011494925668,2330
2025-10-26 00:52:21.737199,18223.022983864474,18224.997294593028,18208.457832804466,18215.265384354407,3600
2025-10-26 00:57:21.737199,18238.60037023462,18242.964758433216,18236.042387807018,18240.19817575951,3300
2025-10-26 01:02:21.737199,18220.991047888892,18250.18519295009,18208.21024204296,18248.18823666993,750
2025-10-26 01:07:21.737199,18207.864127689805,18218.18676153987,18206.87963766783,18211.209655806993,2260
2025-10-26 01:12:21.737199,18191.873889674465,18201.335426160327,18178.908032079948,18189.022043418707,1120
2025-10-26 01:17:21.737199,18168.494427781723,18194.547077849784,18162.26908323898,18176.86830050782,4780
2025-10-26 01:22:21.737199,18169.998522371865,18190.932299995347,18157.261268681716,18174.383741470545,1220
2025-10-26 01:27:21.737199,18147.546561721025,18156.782644046514,18144.798249688676,18151.358403883925,3840
2025-10-26 01:32:21.737199,18155.09179705763,18163.962146289952,18142.872514388928,18160.600511171095,2160
2025-10-26 01:37:21.737199,18153.90527051689,18177.88166479971,18152.150657209226,18172.572419047196,2740
2025-10-26 01:42:21.737199,18147.58115105389,18148.492846700283,18123.974401668715,18137.31970622746,1140
2025-10-26 01:47:21.737199,18123.074061557338,18127.886067296502,18122.876005831018,18127.36589616033,1180
2025-10-26 01:52:21.737199,18107.582612741724,18111.299647535092,18092.79519192418,18099.19535132071,4890
2025-10-26 01:57:21.737199,18128.29298673059,18135.42326407584,18114.92235216631,18133.328234735953,580
2025-10-26 02:02:21.737199,18142.100685726262,18154.738303053724,18132.01344833459,18133.76723413126,2850
2025-10-26 02:07:21.737199,18115.69897772148,18123.3016756668,18109.940810166863,18111.9185319422,2470
2025-10-26 02:12:21.737199,18118.579574926323,18126.486743655638,18104.231805377025,18115.906269879884,4610
2025-10-26 02:17:21.737199,18139.193579473784,18156.810770946708,18137.98729440518,18148.04384365892,2220
2025-10-26 02:22:21.737199,18094.008844300173,18103.036662972318,18082.058725979157,18102.318105716065,3310
2025-10-26 02:27:21.737199,18108.943290491214,18111.663850904268,18078.272267040193,18097.66397782819,770
2025-10-26 02:32:21.737199,18091.13401883894,18100.727413496435,18086.884732898136,18091.630929021092,3450
2025-10-26 02:37:21.737199,18106.80587979321,18110.06659127499,18098.9449948852,18100.381767450133,4480
2025-10-26 02:42:21.737199,18086.268325900368,18091.13032862011,18064.44015190026,18074.8874971484,1830
2025-10-26 02:47:21.737199,18037.549550308417,18043.46048983661,18030.10504841909,18035.592322408273,760
2025-10-26 02:52:21.737199,17993.74787912878,18003.376257711327,17981.906236414132,17990.972498368516,870
2025-10-26 02:57:21.737199,17995.225719902875,18032.546404622517,17992.942689938365,18017.060375367873,2450
2025-10-26 03:02:21.737199,18002.4177565394,18014.38474242448,17986.277901347094,18006.31491836337,2520
2025-10-26 03:07:21.737199,17978.194264035526,17980.165594045902,17963.224493468468,17965.810726510477,1340
2025-10-26 03:12:21.737199,17995.603578677594,18002.72857179751,17988.317667409556,17990.521854132294,3690
2025-10-26 03:17:21.737199,17950.988846185235,17965.28066190632,17948.565894440777,17960.1562662572,790
2025-10-26 03:22:21.737199,17949.389130765117,17975.790901438144,17935.537129973374,17968.132266768906,1480
2025-10-26 03:27:21.737199,17916.992394692745,17928.00403127948,17888.514257122963,17902.784369221004,4360
2025-10-26 03:32:21.737199,17899.661538094475,17912.657745758897,17881.910755047877,17882.836532988877,2390
2025-10-26 03:37:21.737199,17901.11322383435,17917.9861658256,17888.303615784058,17917.85940355544,610
2025-10-26 03:42:21.737199,17878.203371898544,17887.018593461893,17875.87888141615,17881.68617264835,1400
2025-10-26 03:47:21.737199,17868.07228218182,17870.745182949442,17852.45627796945,17860.314923534188,790
2025-10-26 03:52:21.737199,17895.242368302625,17907.26586482715,17892.83383939818,17900.026026839278,2620
2025-10-26 03:57:21.737199,17879.94243522655,17885.167448713673,17854.45233795528,17856.37892630285,870
2025-10-26 04:02:21.737199,17902.548703870852,17909.28663654319,17892.006237939237,17902.578918956482,3900
2025-10-26 04:07:21.737199,17872.416168539792,17877.325668382357,17859.281870564282,17875.345646754748,1090
2025-10-26 04:12:21.737199,17886.804002048266,17905.601031232854,17881.23878929166,17895.070121463694,3430
2025-10-26 04:17:21.737199,17925.702688688783,17942.019953101517,17900.12961756601,17916.615289989753,4090
2025-10-26 04:22:21.737199,17859.54538161627,17865.36854013616,17847.685160658784,17860.31054849012,1920
2025-10-26 04:27:21.737199,17838.388238312717,17845.80558986141,17825.63834578178,17830.134196430245,4510
2025-10-26 04:32:21.737199,17854.014517414947,17858.16450978909,17848.58846911355,17856.29433005561,2290
2025-10-26 04:37:21.737199,17848.756069178482,17857.54242323291,17825.017727006085,17840.765660125835,3340
2025-10-26 04:42:21.737199,17858.874161764896,17858.927333966145,17839.6875956247,17855.230050998958,1610
2025-10-26 04:47:21.737199,17842.880173537822,17849.874607361304,17822.49777029588,17833.99606615572,2790
2025-10-26 04:52:21.737199,17845.376293723173,17852.86652342158,17844.85476723449,17851.186179350083,4930
2025-10-26 04:57:21.737199,17841.38801495557,17859.69395861132,17833.24680831318,17849.04599468764,700
2025-10-26 05:02:21.737199,17872.84640972208,17881.97510358226,17866.98154213075,17870.749741016374,1940
2025-10-26 05:07:21.737199,17879.847345973085,17888.404376455168,17879.31404097711,17880.189190729438,1950
2025-10-26 05:12:21.737199,17889.08295498624,17893.194374051243,17860.916372374166,17876.125968994107,4900
2025-10-26 05:17:21.737199,17878.212997793078,17887.865824435827,17868.29702434182,17875.53415632131,4240
2025-10-26 05:22:21.737199,17865.320139097,17870.801108598596,17863.194163848908,17864.871678319043,4700
2025-10-26 05:27:21.737199,17853.910751301282,17879.060583991308,17846.88368350564,17877.30645427372,3650
2025-10-26 05:32:21.737199,17864.656292782245,17869.531438805458,17852.90837492096,17854.723838420065,2150
2025-10-26 05:37:21.737199,17853.55727401163,17886.02698897041,17847.4715015139,17866.627660107315,1890
2025-10-26 05:42:21.737199,17861.49784289554,17870.473031392732,17852.90197128629,17870.400538311507,2520
2025-10-26 05:47:21.737199,17917.368307351175,17921.298910427453,17906.383353768775,17919.882440261023,2930
2025-10-26 05:52:21.737199,17940.975412438045,17959.242992435797,17921.27042600694,17956.751095871423,1620
2025-10-26 05:57:21.737199,17932.383110102786,17947.299441722473,17925.501743284967,17935.71947904886,2500
2025-10-26 06:02:21.737199,17964.902827363436,17972.18778714289,17964.88743006139,17968.39843093071,4340
2025-10-26 06:07:21.737199,17954.089180603518,17965.85083178421,17943.831755425406,17953.612314132715,3630
2025-10-26 06:12:21.737199,17899.462987372826,17912.34757145491,17878.29322294035,17910.4136003345,3080
2025-10-26 06:17:21.737199,17872.595860590493,17890.776407389578,17859.739029129145,17882.39423633523,3040
2025-10-26 06:22:21.737199,17822.690529490585,17837.261170663,17815.108137965064,17817.114903157395,4960
2025-10-26 06:27:21.737199,17813.473766315456,17825.156674739486,17780.55348718941,17801.72357866932,4540
2025-10-26 06:32:21.737199,17814.144056635505,17823.871840473297,17810.620306553643,17812.33609347787,720
2025-10-26 06:37:21.737199,17859.175462234954,17861.440685024652,17848.769932937063,17852.031447685888,4420
2025-10-26 06:42:21.737199,17868.114270250066,17871.197991449586,17867.19687260695,17867.546738070967,2950
2025-10-26 06:47:21.737199,17862.421488517502,17877.84564821842,17856.575711255726,17873.47330928135,3880
2025-10-26 06:52:21.737199,17884.836953619753,17890.97461433174,17862.42414499645,17880.747570849828,3600
2025-10-26 06:57:21.737199,17825.794781524663,17833.271745850117,17822.083905014108,17825.413101121107,4150
2025-10-26 07:02:21.737199,17832.274241930438,17833.39645563003,17819.29738850127,17832.79158059012,4210
2025-10-26 07:07:21.737199,17853.08411688099,17878.69628613448,17847.808365778572,17860.657670834677,4520
2025-10-26 07:12:21.737199,17813.710143278986,17826.553338466936,17789.78227900608,17793.69742561917,3670
2025-10-26 07:17:21.737199,17844.476573000502,17849.048098067684,17825.076335450438,17839.063448402114,1360
2025-10-26 07:22:21.737199,17853.71784668999,17856.10268859615,17849.636370172495,17855.603946403775,2680
2025-10-26 07:27:21.737199,17842.778087014744,17856.24862144605,17839.268570493736,17853.484458267954,4720
2025-10-26 07:32:21.737199,17859.90060483117,17870.13457412124,17848.701260535847,17855.507940421303,4050
2025-10-26 07:37:21.737199,17921.015052200204,17946.4405500237,17897.393336130757,17904.200187554594,760
2025-10-26 07:42:21.737199,17926.083820880856,17931.787245868913,17922.555863774658,17931.63832054343,4790
2025-10-26 07:47:21.737199,17932.93882662988,17933.88764728234,17923.813881929476,17927.241869204106,3390
2025-10-26 07:52:21.737199,17920.76575312982,17924.830508849383,17898.355393433398,17910.105884368888,3380
2025-10-26 07:57:21.737199,17898.11449527581,17913.562595455096,17888.974494206625,17892.52719264097,3970
2025-10-26 08:02:21.737199,17920.599756903073,17928.550494945404,17918.574789080707,17918.9463543633,2720
2025-10-26 08:07:21.737199,17897.781199439596,17904.687918994958,17882.5371976976,17892.36940559588,4010
2025-10-26 08:12:21.737199,17899.88161577296,17903.070057144523,17864.07961571062,17880.14193011404,2270
2025-10-26 08:17:21.737199,17887.240063031033,17906.550691692824,17879.60672375875,17895.263082239107,1970
2025-10-26 08:22:21.737199,17900.275123371433,17917.66067086939,17894.283570905543,17911.685430364836,4730
2025-10-26 08:27:21.737199,17909.415424179,17921.815273572694,17900.654962435925,17915.249613179443,2760
2025-10-26 08:32:21.737199,17937.489099453076,17947.319470461884,17911.16455431448,17927.28548729715,4000
2025-10-26 08:37:21.737199,17923.950965406813,17927.762684544337,17917.190579324313,17922.145203219603,2350
2025-10-26 08:42:21.737199,17916.875764036515,17930.71598928833,17908.42696928862,17916.817343239123,4640
2025-10-26 08:47:21.737199,17890.769389020305,17900.951570389043,17880.873722165095,17896.12583518785,3430
2025-10-26 08:52:21.737199,17879.0290281707,17888.458895260545,17877.234879280146,17885.003667669946,4780
2025-10-26 08:57:21.737199,17889.3294341407,17896.822954214393,17880.4622947511,17882.76249566657,900
2025-10-26 09:02:21.737199,17909.833096602306,17916.650063150802,17906.748331945135,17910.56735996732,4420
2025-10-26 09:07:21.737199,17885.255333912002,17915.411687169606,17878.55358577298,17889.344622309873,4420
2025-10-26 09:12:21.737199,17908.779329034034,17926.503884044254,17905.754839767636,17921.81532938884,2400
2025-10-26 09:17:21.737199,17945.41256218944,17962.687328589058,17940.521654577115,17951.733892444397,1280
2025-10-26 09:22:21.737199,17956.724469912326,17981.928451010244,17940.412979777604,17963.8089066755,2540
2025-10-26 09:27:21.737199,18007.52742539974,18033.78484279265,17996.0990282055,18008.28218055045,4330
2025-10-26 09:32:21.737199,17986.818372408397,18006.82883419409,17973.003085975954,17999.503208641636,3270
2025-10-26 09:37:21.737199,17953.44816699063,17958.281294462806,17952.448888399682,17957.12649454964,3210
2025-10-26 09:42:21.737199,17905.789826693766,17907.81010455681,17895.40406683635,17898.08059712283,810
2025-10-26 09:47:21.737199,17946.196189316874,17971.26136328435,17938.720182948582,17958.788765721903,4990
2025-10-26 09:52:21.737199,17963.999537934516,17975.99455267914,17958.338638912395,17970.268104967225,1910
2025-10-26 09:57:21.737199,17962.681441785633,17977.197983176513,17950.941922745104,17958.702312477522,3000
2025-10-26 10:02:21.737199,17970.40620999687,17982.920221085824,17941.775869353125,17966.09786829737,3430
2025-10-26 10:07:21.737199,17940.27296339715,17943.243256284506,17933.814559018756,17942.9332865142,1470
2025-10-26 10:12:21.737199,18006.390088893248,18025.11918875531,17998.070571205437,18010.560231946663,1850
2025-10-26 10:17:21.737199,18010.060737394415,18013.90315886528,17998.772877685664,18011.837360237932,3260
2025-10-26 10:22:21.737199,18013.196421285695,18018.239785069116,18011.260409425682,18016.000253426882,3610
2025-10-26 10:27:21.737199,18032.997493610066,18053.97982048417,18029.519379505375,18048.325157147556,3510
2025-10-26 10:32:21.737199,18046.19370700843,18056.27369223665,18039.853537786887,18055.862344653757,920
2025-10-26 10:37:21.737199,18052.43562989809,18059.783893239695,18050.26142382104,18054.156348268127,1690
2025-10-26 10:42:21.737199,18031.22364245255,18046.055061300925,18025.222008581142,18039.710133251963,2690
2025-10-26 10:47:21.737199,18044.160320325318,18063.602259592102,18031.517229806723,18034.844806900408,950
2025-10-26 10:52:21.737199,18095.35257006307,18101.806154850492,18094.2280733292,18098.95288519605,2850
2025-10-26 10:57:21.737199,18132.089539807726,18157.031864027038,18123.603212682076,18148.49279217688,970
2025-10-26 11:02:21.737199,18175.654817186765,18177.89118261084,18166.613356833335,18173.673253722285,2470
2025-10-26 11:07:21.737199,18161.904258256523,18169.189724777134,18153.930297565228,18154.206935127706,1330
2025-10-26 11:12:21.737199,18135.14594647216,18148.583733883428,18121.099828448296,18129.233082889805,800
2025-10-26 11:17:21.737199,18131.905841180625,18134.473482587964,18116.110889095333,18122.02727936336,2100
2025-10-26 11:22:21.737199,18133.602837940467,18138.730806555242,18121.504682564926,18126.487557558303,4770
2025-10-26 11:27:21.737199,18163.57136211737,18167.85175048498,18157.343836111722,18160.20648697288,1200
2025-10-26 11:32:21.737199,18117.69921753078,18124.207252926328,18102.53987529685,18104.966397288998,570
2025-10-26 11:37:21.737199,18159.496432160395,18161.070556774896,18153.002828767443,18159.638242700214,4350
2025-10-26 11:42:21.737199,18155.374479202746,18169.392547709904,18154.910439695454,18163.56506918981,4500
2025-10-26 11:47:21.737199,18143.9343602789,18159.042378218965,18135.553008853316,18135.69922600504,1010
2025-10-26 11:52:21.737199,18116.591090745267,18138.11454435394,18115.292979881062,18130.35321354295,940
2025-10-26 11:57:21.737199,18071.85703465257,18076.79397003159,18067.195351121398,18076.472515451722,3420
2025-10-26 12:02:21.737199,18094.366091119475,18109.594516478926,18085.993897975637,18103.689942320816,4750
2025-10-26 12:07:21.737199,18096.537128224038,18111.297886421155,18074.706415382192,18090.58486451003,3490
2025-10-26 12:12:21.737199,18061.735861565787,18073.791988305744,18055.458059520824,18069.452966034947,4220
2025-10-26 12:17:21.737199,18026.86313156279,18036.373272390265,18012.758724279214,18017.02106007722,870
2025-10-26 12:22:21.737199,18017.965879335752,18033.40183936978,18011.633362182358,18025.986103882868,4040
2025-10-26 12:27:21.737199,18063.31158340809,18073.55865677795,18061.16379210121,18064.863577176577,4290
2025-10-26 12:32:21.737199,18056.459897130488,18067.71098463344,18052.248848212523,18061.454776363837,2800
2025-10-26 12:37:21.737199,18015.973757960848,18025.935087712372,18000.696410009976,18005.384017178378,3110
2025-10-26 12:42:21.737199,18009.514125136302,18017.27115177445,17991.73765803388,18001.45423865257,1170
2025-10-26 12:47:21.737199,18002.32822579408,18009.966792902163,17993.353530896344,18007.703974999433,2280
2025-10-26 12:52:21.737199,17929.829268263584,17931.902861471743,17911.225604334108,17921.327409362264,4060
2025-10-26 12:57:21.737199,17928.54836578191,17937.86905385005,17918.420081876302,17932.70067398753,4680
2025-10-26 13:02:21.737199,17922.518184263117,17935.70050726104,17902.88933905275,17910.26690816478,2350
2025-10-26 13:07:21.737199,17941.42403085103,17955.310388762005,17930.73909934827,17949.032757451772,4900
2025-10-26 13:12:21.737199,17991.432368232283,18000.761520294294,17979.024699818532,17980.344938302318,2500
2025-10-26 13:17:21.737199,18022.04106805359,18033.015162968673,18002.038603388122,18027.017854132962,4390
2025-10-26 13:22:21.737199,18014.953797848524,18027.762581150906,18002.34619902879,18020.589154030593,620
2025-10-26 13:27:21.737199,17985.2574308068,17993.80099909557,17976.749913343607,17978.991620544304,4920
2025-10-26 13:32:21.737199,18054.995949543987,18073.286120276985,18044.49658437397,18060.25019319961,2630
2025-10-26 13:37:21.737199,18056.780370556502,18063.492211136483,18053.047819443327,18059.13174493061,2690
2025-10-26 13:42:21.737199,18057.33822422449,18058.085030805854,18052.18078351153,18052.47319940117,3350
2025-10-26 13:47:21.737199,18056.865351512024,18059.06008880924,18034.564473602208,18047.759683447024,2930
2025-10-26 13:52:21.737199,18062.411956658485,18071.003399299225,18042.066504763916,18044.68707977863,4050
2025-10-26 13:57:21.737199,18058.68172016838,18066.59720231565,18048.997374673352,18061.83882962719,3070
2025-10-26 14:02:21.737199,18043.329467007192,18045.05145217894,18016.33263085702,18029.212341029906,1070
2025-10-26 14:07:21.737199,18028.715087959295,18031.361246524655,18015.785707770967,18029.574554662806,850
2025-10-26 14:12:21.737199,18028.009639846936,18032.608201730654,18023.06847518681,18025.634916357372,3770
2025-10-26 14:17:21.737199,18013.500461147778,18031.08294417814,17995.817606162796,18019.617330497047,4780
2025-10-26 14:22:21.737199,17994.429426857736,17995.56590283184,17987.56634454778,17991.7118586456,4420
2025-10-26 14:27:21.737199,17997.482356933997,18001.703944069868,17985.08501638208,17994.51774157284,4310
2025-10-26 14:32:21.737199,17990.780158047142,18006.29810574362,17990.050927811175,17997.363620519624,2420
2025-10-26 14:37:21.737199,18031.593300285884,18047.645974972667,18015.86448687417,18034.6141153421,3820
2025-10-26 14:42:21.737199,17960.21345810366,17969.036690915327,17952.49206095246,17963.05257234219,990
2025-10-26 14:47:21.737199,17989.822984918817,17999.244090849686,17984.711416187805,17994.044005355423,810
2025-10-26 14:52:21.737199,18023.65994323187,18028.863045151942,18000.038866933726,18009.821628348374,1470
2025-10-26 14:57:21.737199,17967.871578139744,17975.82682462531,17964.876604802004,17974.670519046642,920
2025-10-26 15:02:21.737199,17958.817488797045,17976.954407396282,17936.433524400647,17964.317096441682,4300
2025-10-26 15:07:21.737199,17948.9938067059,17953.33852663641,17935.392343269184,17939.8695871168,4000
2025-10-26 15:12:21.737199,17911.31776619012,17919.87283162006,17898.411744695764,17909.13186472787,3830
2025-10-26 15:17:21.737199,17890.61127475213,17890.957841789088,17883.035649664143,17890.259659050524,3590
2025-10-26 15:22:21.737199,17861.01137321688,17866.4442531803,17857.814660649256,17859.810248918948,960
2025-10-26 15:27:21.737199,17908.19818841629,17916.49406438814,17898.842620524374,17911.187603640534,3190
2025-10-26 15:32:21.737199,17933.529640564666,17950.04010939139,17917.533626195906,17946.364369868912,4810
2025-10-26 15:37:21.737199,17967.94716671908,17980.87449889434,17952.84068290102,17977.665730423854,3600
2025-10-26 15:42:21.737199,17987.5880214112,17988.31902279669,17967.842073148055,17975.786192288586,4620
2025-10-26 15:47:21.737199,17957.329998131165,17963.255691289825,17956.007458730637,17962.915356180092,4800
2025-10-26 15:52:21.737199,17943.386512377034,17976.75127339896,17937.281328517834,17955.309294477833,1120
2025-10-26 15:57:21.737199,17956.74246980727,17970.85013250948,17951.221268549132,17960.21538030284,680
2025-10-26 16:02:21.737199,17924.033711966298,17940.292617421586,17919.465923636842,17933.81109692636,3960
2025-10-26 16:07:21.737199,17943.393111485017,17962.450628616443,17936.110735403898,17961.44659131193,4420
2025-10-26 16:12:21.737199,17937.105267746952,17955.32382650944,17934.12843967853,17946.286460693012,1500
2025-10-26 16:17:21.737199,17927.202572917533,17934.08095319239,17900.89076206967,17929.43727576615,860
2025-10-26 16:22:21.737199,17946.51052005856,17956.123630513568,17937.286697727268,17955.88836570584,1560
2025-10-26 16:27:21.737199,17958.653555734796,17962.68055167684,17943.293489227995,17959.95455093431,1410
2025-10-26 16:32:21.737199,17949.11197845104,17950.05270350783,17945.58416843603,17949.326497651316,3570
2025-10-26 16:37:21.737199,17980.532349283214,18009.03532053569,17963.278886779044,17977.37304176659,2340
2025-10-26 16:42:21.737199,17951.57835073263,17967.50300583611,17938.18232404487,17965.611219435457,2650
2025-10-26 16:47:21.737199,17968.351221878445,17972.739776763898,17952.006009610166,17960.998315018594,770
2025-10-26 16:52:21.737199,17984.523756695566,18012.635887339937,17976.231192556617,17998.303208569796,850
2025-10-26 16:57:21.737199,17976.354889774593,17981.021668613244,17967.774612882164,17980.847757217107,4210
2025-10-26 17:02:21.737199,17985.330917975283,17996.022868250133,17968.09051651682,17972.747425670594,3690
2025-10-26 17:07:21.737199,17951.78954883291,17955.537331517266,17947.246049084646,17955.08953020069,670
2025-10-26 17:12:21.737199,17976.868476134136,17986.271466712275,17956.38066527498,17957.992525971913,3940
2025-10-26 17:17:21.737199,17972.062945152888,17981.939164287847,17964.027341297413,17977.68377987848,4680
2025-10-26 17:22:21.737199,17958.15643234349,17968.71859051655,17951.275562454663,17966.10499506867,2450
2025-10-26 17:27:21.737199,17986.615948644703,17995.230095437273,17978.910271014392,17981.2887091051,1270
2025-10-26 17:32:21.737199,17967.802521606594,17976.018104749397,17964.516570006384,17968.912461908058,2160
2025-10-26 17:37:21.737199,17930.061460800916,17947.885723769603,17912.6552458032,17947.58054224653,1390
2025-10-26 17:42:21.737199,17888.423498002678,17900.632541982977,17862.574286581716,17883.8999923884,3130
2025-10-26 17:47:21.737199,17904.87078271065,17911.1508694232,17892.294028490047,17895.390980952106,2570
2025-10-26 17:52:21.737199,17870.693608867936,17888.572513873965,17866.297290638337,17883.932785216377,2610
2025-10-26 17:57:21.737199,17917.97383375616,17940.002896234582,17899.48051257446,17935.556626719357,3200
2025-10-26 18:02:21.737199,17862.283802069283,17862.331268464484,17860.87183429909,17862.316808638974,3120
2025-10-26 18:07:21.737199,17907.974640559507,17920.747017180125,17900.63470152525,17917.031267753486,3220
2025-10-26 18:12:21.737199,17913.823018255294,17940.21806119917,17912.07218708424,17925.83849932233,3910
2025-10-26 18:17:21.737199,17911.403567531972,17913.956786678304,17902.093210009032,17904.75410016621,2630
2025-10-26 18:22:21.737199,17896.94811934964,17898.188782179568,17877.689588308687,17892.60537267084,4230
2025-10-26 18:27:21.737199,17907.845382595835,17928.59761392844,17888.827315105467,17918.86653782931,1130
2025-10-26 18:32:21.737199,17907.01354572201,17929.880862513062,17903.310229758477,17922.100332478793,610
2025-10-26 18:37:21.737199,17936.852711985943,17942.778345731716,17917.699859670407,17941.900867527616,2590
2025-10-26 18:42:21.737199,17940.1057022197,17950.008044477727,17929.684972021874,17932.21372096962,3610
2025-10-26 18:47:21.737199,17944.33024482885,17964.46016362231,17929.52103165613,17962.158485231343,2230
2025-10-26 18:52:21.737199,17934.725093322264,17936.840642371353,17924.322809284313,17929.963684779857,4800
2025-10-26 18:57:21.737199,17933.372535417682,17937.020947752113,17930.080148404195,17930.36746007746,3050
2025-10-26 19:02:21.737199,17941.833750257796,17949.702913298177,17941.533002939406,17944.904834514215,1500
2025-10-26 19:07:21.737199,17896.04635720699,17912.59448313191,17876.203300828223,17909.953020674817,650
2025-10-26 19:12:21.737199,17860.070743062784,17881.073051541687,17849.63887373984,17867.696778739835,2460
2025-10-26 19:17:21.737199,17880.172771947866,17895.335791290072,17870.36661398355,17883.88170535966,3070
2025-10-26 19:22:21.737199,17884.934863047212,17895.029701271615,17877.583563917848,17889.07780563919,4330
2025-10-26 19:27:21.737199,17880.178549974244,17887.021597023686,17872.38142334797,17880.567574996687,2930
2025-10-26 19:32:21.737199,17880.85176745517,17897.199269399593,17877.954743655526,17885.8417724175,3970
2025-10-26 19:37:21.737199,17890.355686236013,17896.338580152362,17860.365898141208,17867.72832147619,2980
2025-10-26 19:42:21.737199,17876.05556902556,17882.061428599856,17871.937528890663,17873.404483315302,1540
2025-10-26 19:47:21.737199,17855.37677151886,17860.961668801985,17844.646300112236,17857.531218554446,2310
2025-10-26 19:52:21.737199,17860.80148539981,17869.682130609453,17850.444029226266,17850.522468372597,2040
2025-10-26 19:57:21.737199,17834.78727370702,17840.458020087444,17834.271277218697,17838.23227080304,3360
2025-10-26 20:02:21.737199,17845.890728078608,17856.44707377758,17841.696616274498,17844.066242545232,2180
2025-10-26 20:07:21.737199,17800.550699693234,17818.42655396087,17794.458901978935,17816.174916778207,4690
2025-10-26 20:12:21.737199,17828.229508027376,17851.43511013504,17824.474893441835,17842.251586368267,960
2025-10-26 20:17:21.737199,17841.0507629182,17848.157762680094,17828.18728028118,17836.895532516057,920
2025-10-26 20:22:21.737199,17848.08231793806,17848.217811142207,17836.633652444634,17846.736235991713,3700
2025-10-26 20:27:21.737199,17874.589186838413,17883.301320379036,17864.107320490133,17873.928295660106,3550
2025-10-26 20:32:21.737199,17919.478712656583,17925.26301028931,17909.274187842395,17915.431961472375,2700
2025-10-26 20:37:21.737199,17946.944408868734,17948.868394098932,17946.14985982031,17948.694460142084,500
2025-10-26 20:42:21.737199,17897.63464143907,17918.398721854046,17886.7886623522,17890.848913727015,2490
2025-10-26 20:47:21.737199,17863.49411995432,17870.484371604573,17845.450473291516,17853.395749760526,4900
2025-10-26 20:52:21.737199,17846.938267122674,17852.711319781156,17841.519388638073,17852.49501150827,1930
2025-10-26 20:57:21.737199,17847.815226094204,17864.167031393372,17846.028648596814,17853.43308994348,4270
2025-10-26 21:02:21.737199,17861.857849524928,17871.6396326821,17842.1831827986,17854.674562642336,770
2025-10-26 21:07:21.737199,17842.602155478846,17878.942909335296,17828.87100321037,17850.589890848267,3910
2025-10-26 21:12:21.737199,17847.77994024323,17850.270453887537,17828.116332583402,17842.14381008058,3870
2025-10-26 21:17:21.737199,17827.74680697693,17832.60278054535,17825.231973517482,17830.00348985897,3270
2025-10-26 21:22:21.737199,17811.579442850893,17833.948195993813,17800.619061569552,17818.88525412645,900
2025-10-26 21:27:21.737199,17774.21452157455,17782.9105519933,17765.48249927578,17773.91580310672,3810
2025-10-26 21:32:21.737199,17749.79443588743,17778.2880487568,17741.745766087613,17753.830214743473,1960
2025-10-26 21:37:21.737199,17714.01984822543,17716.726644467908,17688.633190450484,17709.445825744413,3940
2025-10-26 21:42:21.737199,17688.28574194655,17694.750447566443,17671.75453140138,17686.54816341334,2270
2025-10-26 21:47:21.737199,17716.44068431382,17722.20437243244,17706.96459999572,17714.617136115572,3640
2025-10-26 21:52:21.737199,17691.405600278184,17709.895798483707,17683.682738323914,17684.80159010767,3740
2025-10-26 21:57:21.737199,17761.577120452024,17763.089147942454,17751.923543040935,17760.007226486483,4670
2025-10-26 22:02:21.737199,17774.9028885195,17777.263436152418,17754.966155065867,17761.139618582656,2160
2025-10-26 22:07:21.737199,17780.009537189824,17783.564456638444,17772.304613076332,17775.643178035618,1720
