,fut_close,fut_oi
2025-10-26 02:07:21.737199,18120.51335087423,80626
2025-10-26 02:12:21.737199,18117.904773518712,54221
2025-10-26 02:17:21.737199,18152.906998362447,108960
2025-10-26 02:22:21.737199,18108.31270320787,112077
2025-10-26 02:27:21.737199,18099.537626650046,66624
2025-10-26 02:32:21.737199,18090.769652139683,122165
2025-10-26 02:37:21.737199,18100.40381668765,89467
2025-10-26 02:42:21.737199,18080.72129381039,78348
2025-10-26 02:47:21.737199,18037.926221226964,77036
2025-10-26 02:52:21.737199,17993.22898303435,117424
2025-10-26 02:57:21.737199,18023.929276400115,61525
2025-10-26 03:02:21.737199,18015.42336697312,75156
2025-10-26 03:07:21.737199,17975.826931201867,108631
2025-10-26 03:12:21.737199,17990.814193861963,105973
2025-10-26 03:17:21.737199,17968.720094162734,79560
2025-10-26 03:22:21.737199,17982.964868821917,125726
2025-10-26 03:27:21.737199,17907.042028374657,77738
2025-10-26 03:32:21.737199,17886.019802034814,95829
2025-10-26 03:37:21.737199,17919.928409686385,93181
2025-10-26 03:42:21.737199,17879.555978241533,93258
2025-10-26 03:47:21.737199,17868.399860326266,96093
2025-10-26 03:52:21.737199,17903.236246625587,95496
2025-10-26 03:57:21.737199,17859.148219494793,95249
2025-10-26 04:02:21.737199,17909.85100078367,96361
2025-10-26 04:07:21.737199,17883.100774572136,121707
2025-10-26 04:12:21.737199,17895.423495760555,95351
2025-10-26 04:17:21.737199,17917.097438693734,113838
2025-10-26 04:22:21.737199,17860.553329189777,102974
2025-10-26 04:27:21.737199,17845.00549636302,107324
2025-10-26 04:32:21.737199,17867.778494973518,115558
2025-10-26 04:37:21.737199,17848.1180560051,77194
2025-10-26 04:42:21.737199,17856.790180802833,112547
2025-10-26 04:47:21.737199,17836.18824396346,95756
2025-10-26 04:52:21.737199,17856.70275278158,80779
2025-10-26 04:57:21.737199,17864.445064028863,115515
2025-10-26 05:02:21.737199,17875.872626389642,91492
2025-10-26 05:07:21.737199,17886.49459783928,107549
2025-10-26 05:12:21.737199,17866.031422196455,45751
2025-10-26 05:17:21.737199,17880.490571426428,114521
2025-10-26 05:22:21.737199,17860.974305782423,151801
2025-10-26 05:27:21.737199,17878.270068351412,99846
2025-10-26 05:32:21.737199,17858.54592374312,94728
2025-10-26 05:37:21.737199,17868.581724014668,90774
2025-10-26 05:42:21.737199,17870.565160866405,111111
2025-10-26 05:47:21.737199,17920.095434695275,93917
2025-10-26 05:52:21.737199,17959.2055237406,112951
2025-10-26 05:57:21.737199,17937.936109321872,134448
2025-10-26 06:02:21.737199,17972.101390290536,116820
2025-10-26 06:07:21.737199,17956.909611816114,96506
2025-10-26 06:12:21.737199,17920.867242255947,77690
2025-10-26 06:17:21.737199,17874.975185159907,91835
2025-10-26 06:22:21.737199,17821.98774078169,96786
2025-10-26 06:27:21.737199,17805.663151420977,73628
2025-10-26 06:32:21.737199,17815.18148762199,121738
2025-10-26 06:37:21.737199,17851.821809003228,111381
2025-10-26 06:42:21.737199,17870.317770414455,79028
2025-10-26 06:47:21.737199,17868.289067821148,64415
2025-10-26 06:52:21.737199,17885.43260149864,114357
2025-10-26 06:57:21.737199,17831.053378236767,67133
2025-10-26 07:02:21.737199,17832.591486897913,101678
2025-10-26 07:07:21.737199,17874.628407873282,91809
2025-10-26 07:12:21.737199,17796.61321989204,115999
2025-10-26 07:17:21.737199,17842.867126459118,116231
2025-10-26 07:22:21.737199,17866.33042370138,83574
2025-10-26 07:27:21.737199,17868.5284655827,117759
2025-10-26 07:32:21.737199,17853.06170326183,94210
2025-10-26 07:37:21.737199,17904.680937823356,100379
2025-10-26 07:42:21.737199,17934.67229725009,100789
2025-10-26 07:47:21.737199,17926.832020062368,144963
2025-10-26 07:52:21.737199,17918.234095000003,97612
2025-10-26 07:57:21.737199,17891.527092502827,66561
2025-10-26 08:02:21.737199,17929.33900187613,85705
2025-10-26 08:07:21.737199,17899.29543756602,114760
2025-10-26 08:12:21.737199,17889.961935714593,94318
2025-10-26 08:17:21.737199,17894.286874522393,100299
2025-10-26 08:22:21.737199,17913.207058048232,91360
2025-10-26 08:27:21.737199,17923.65895367335,43667
2025-10-26 08:32:21.737199,17934.72491560054,84439
2025-10-26 08:37:21.737199,17924.18729495026,98454
2025-10-26 08:42:21.737199,17919.623838178577,64610
2025-10-26 08:47:21.737199,17897.373116695755,76423
2025-10-26 08:52:21.737199,17887.66078530151,93199
2025-10-26 08:57:21.737199,17881.160161486965,93373
2025-10-26 09:02:21.737199,17908.060503180273,107888
2025-10-26 09:07:21.737199,17898.318439130613,94462
2025-10-26 09:12:21.737199,17924.29532637558,107152
2025-10-26 09:17:21.737199,17961.524737991072,85999
2025-10-26 09:22:21.737199,17970.613515583645,104231
2025-10-26 09:27:21.737199,18013.569468992853,129422
2025-10-26 09:32:21.737199,17999.268017734783,105779
2025-10-26 09:37:21.737199,17954.195282180932,95299
2025-10-26 09:42:21.737199,17899.206876520264,81145
2025-10-26 09:47:21.737199,17970.633937812985,101739
2025-10-26 09:52:21.737199,17978.65459653606,95640
2025-10-26 09:57:21.737199,17959.328636656785,111239
2025-10-26 10:02:21.737199,17967.289594257534,63561
2025-10-26 10:07:21.737199,17941.52069600127,96237
2025-10-26 10:12:21.737199,18005.803180410498,108385
2025-10-26 10:17:21.737199,18015.988728584613,102587
2025-10-26 10:22:21.737199,18028.927151992757,93349
2025-10-26 10:27:21.737199,18061.343230171562,93072
2025-10-26 10:32:21.737199,18062.766386187646,78023
2025-10-26 10:37:21.737199,18054.50295679778,107577
2025-10-26 10:42:21.737199,18035.473614433995,108497
2025-10-26 10:47:21.737199,18044.11685706816,71737
2025-10-26 10:52:21.737199,18105.000922519343,115292
2025-10-26 10:57:21.737199,18150.400771318113,86907
2025-10-26 11:02:21.737199,18174.673030546972,92480
2025-10-26 11:07:21.737199,18161.107911479223,137077
2025-10-26 11:12:21.737199,18128.363125255866,132038
2025-10-26 11:17:21.737199,18126.95229637563,71068
2025-10-26 11:22:21.737199,18123.479529955286,74420
2025-10-26 11:27:21.737199,18175.97959744077,78980
2025-10-26 11:32:21.737199,18104.85569961952,131724
2025-10-26 11:37:21.737199,18166.80257749362,87855
2025-10-26 11:42:21.737199,18160.669678965398,70516
2025-10-26 11:47:21.737199,18138.438152792904,124648
2025-10-26 11:52:21.737199,18138.79081825367,111878
2025-10-26 11:57:21.737199,18086.05822685839,145018
2025-10-26 12:02:21.737199,18111.456180524827,111838
2025-10-26 12:07:21.737199,18093.452705251435,99362
2025-10-26 12:12:21.737199,18069.456845567613,105054
2025-10-26 12:17:21.737199,18014.799504887138,90940
2025-10-26 12:22:21.737199,18037.723536837504,126109
2025-10-26 12:27:21.737199,18069.03676609647,127165
2025-10-26 12:32:21.737199,18066.62887324856,68341
2025-10-26 12:37:21.737199,18015.279973503544,118850
2025-10-26 12:42:21.737199,18008.223134405693,78578
2025-10-26 12:47:21.737199,18010.617168141907,148274
2025-10-26 12:52:21.737199,17928.913884221063,130340
2025-10-26 12:57:21.737199,17932.938032925264,77239
2025-10-26 13:02:21.737199,17905.514554184207,104779
2025-10-26 13:07:21.737199,17960.22492479836,119861
2025-10-26 13:12:21.737199,17981.032487922712,87526
2025-10-26 13:17:21.737199,18028.977625526568,72673
2025-10-26 13:22:21.737199,18023.02508667324,102035
2025-10-26 13:27:21.737199,17979.339305333553,96812
2025-10-26 13:32:21.737199,18069.829352763772,81714
2025-10-26 13:37:21.737199,18064.772277399163,124721
2025-10-26 13:42:21.737199,18054.438462580976,74220
2025-10-26 13:47:21.737199,18044.462345763543,97842
2025-10-26 13:52:21.737199,18049.940598148693,103636
2025-10-26 13:57:21.737199,18052.172442283896,106179
2025-10-26 14:02:21.737199,18034.077051769294,122613
2025-10-26 14:07:21.737199,18040.445561165005,95199
2025-10-26 14:12:21.737199,18029.589155237038,47931
2025-10-26 14:17:21.737199,18029.74252087969,92264
2025-10-26 14:22:21.737199,17988.67569840649,114513
2025-10-26 14:27:21.737199,18009.12141591249,97116
2025-10-26 14:32:21.737199,18006.88756675361,97265
2025-10-26 14:37:21.737199,18040.796196362106,110524
2025-10-26 14:42:21.737199,17963.420485541,113160
2025-10-26 14:47:21.737199,17993.51576084449,64272
2025-10-26 14:52:21.737199,18013.040483632783,99626
2025-10-26 14:57:21.737199,17984.751315864334,96095
2025-10-26 15:02:21.737199,17960.820229855144,101502
2025-10-26 15:07:21.737199,17943.513589991428,60604
2025-10-26 15:12:21.737199,17916.658465399712,126461
2025-10-26 15:17:21.737199,17898.825598478757,100134
2025-10-26 15:22:21.737199,17867.300134515543,108499
2025-10-26 15:27:21.737199,17907.152606085,135319
2025-10-26 15:32:21.737199,17956.0470322333,108693
2025-10-26 15:37:21.737199,17981.623659096487,69201
2025-10-26 15:42:21.737199,17973.5270216025,98271
2025-10-26 15:47:21.737199,17966.377699812496,113497
2025-10-26 15:52:21.737199,17948.349824800982,101132
2025-10-26 15:57:21.737199,17966.923330493086,134136
2025-10-26 16:02:21.737199,17936.71076391129,82880
2025-10-26 16:07:21.737199,17958.19494627286,124902
2025-10-26 16:12:21.737199,17948.31397862326,116781
2025-10-26 16:17:21.737199,17929.217827240416,101775
2025-10-26 16:22:21.737199,17956.012707616876,106626
2025-10-26 16:27:21.737199,17951.364127321318,80446
2025-10-26 16:32:21.737199,17943.91210079576,93854
2025-10-26 16:37:21.737199,17979.72970103846,111542
2025-10-26 16:42:21.737199,17967.039033180197,97017
2025-10-26 16:47:21.737199,17969.838600718558,101204
2025-10-26 16:52:21.737199,17998.49156272787,119848
2025-10-26 16:57:21.737199,17981.601255504684,61855
2025-10-26 17:02:21.737199,17973.752605942467,107387
2025-10-26 17:07:21.737199,17957.61924219668,135530
2025-10-26 17:12:21.737199,17962.07687778671,92462
2025-10-26 17:17:21.737199,17979.087867844886,75114
2025-10-26 17:22:21.737199,17972.777003633426,92218
2025-10-26 17:27:21.737199,17997.293248073387,69658
2025-10-26 17:32:21.737199,17968.056545673837,104513
2025-10-26 17:37:21.737199,17953.279778554912,98526
2025-10-26 17:42:21.737199,17887.635185717572,106374
2025-10-26 17:47:21.737199,17904.591186846905,97375
2025-10-26 17:52:21.737199,17888.59870275911,103917
2025-10-26 17:57:21.737199,17935.234946106244,109009
2025-10-26 18:02:21.737199,17859.646104260413,76047
2025-10-26 18:07:21.737199,17923.896122404585,106921
2025-10-26 18:12:21.737199,17923.59524916246,128964
2025-10-26 18:17:21.737199,17914.693425683217,80765
2025-10-26 18:22:21.737199,17899.153311282327,106166
2025-10-26 18:27:21.737199,17922.916430043595,125893
2025-10-26 18:32:21.737199,17918.629242637613,76899
2025-10-26 18:37:21.737199,17949.124221967304,115957
2025-10-26 18:42:21.737199,17944.497822150926,95559
2025-10-26 18:47:21.737199,17963.46023083426,120226
2025-10-26 18:52:21.737199,17929.558966032087,83510
2025-10-26 18:57:21.737199,17933.458516687802,99818
2025-10-26 19:02:21.737199,17951.007585871026,69630
2025-10-26 19:07:21.737199,17910.6807779344,108745
2025-10-26 19:12:21.737199,17876.090298040548,108974
2025-10-26 19:17:21.737199,17897.70979796798,110816
2025-10-26 19:22:21.737199,17894.42795949189,109831
2025-10-26 19:27:21.737199,17882.400407718902,98178
2025-10-26 19:32:21.737199,17891.779892140847,70447
2025-10-26 19:37:21.737199,17877.612567763892,119841
2025-10-26 19:42:21.737199,17877.835139221705,99231
2025-10-26 19:47:21.737199,17863.701504696724,107869
2025-10-26 19:52:21.737199,17857.8667062724,96295
2025-10-26 19:57:21.737199,17837.114995302032,139175
2025-10-26 20:02:21.737199,17850.092833282582,88647
2025-10-26 20:07:21.737199,17812.565633374194,87877
2025-10-26 20:12:21.737199,17842.295668480074,68767
2025-10-26 20:17:21.737199,17846.593429792745,102258
2025-10-26 20:22:21.737199,17854.969124067968,137168
2025-10-26 20:27:21.737199,17876.05432788029,102500
2025-10-26 20:32:21.737199,17928.183055723835,104542
2025-10-26 20:37:21.737199,17945.22933860277,119464
2025-10-26 20:42:21.737199,17893.326325631133,103241
2025-10-26 20:47:21.737199,17858.439892635346,123985
2025-10-26 20:52:21.737199,17841.0252446341,126954
2025-10-26 20:57:21.737199,17856.159331094208,88140
2025-10-26 21:02:21.737199,17852.222232554697,71391
2025-10-26 21:07:21.737199,17848.26001188341,113791
2025-10-26 21:12:21.737199,17844.255089418697,106452
2025-10-26 21:17:21.737199,17823.804042022814,79082
2025-10-26 21:22:21.737199,17818.129948375317,86439
2025-10-26 21:27:21.737199,17767.86050181262,86377
2025-10-26 21:32:21.737199,17758.040289049808,102949
2025-10-26 21:37:21.737199,17713.542094404154,119947
2025-10-26 21:42:21.737199,17688.23608990068,121067
2025-10-26 21:47:21.737199,17723.45555291527,115816
2025-10-26 21:52:21.737199,17686.767277458952,94158
2025-10-26 21:57:21.737199,17763.436254947177,144402
2025-10-26 22:02:21.737199,17759.86436474537,100664
2025-10-26 22:07:21.737199,17766.915651041472,92223
2025-10-26 22:12:21.737199,17757.556928696955,72678
2025-10-26 22:17:21.737199,17775.9568454224,93049
2025-10-26 22:22:21.737199,17771.50266407661,108775
2025-10-26 22:27:21.737199,17770.975272946896,68275
2025-10-26 22:32:21.737199,17838.572947609413,80917
2025-10-26 22:37:21.737199,17842.67254117079,90653
2025-10-26 22:42:21.737199,17864.12046824691,84492
2025-10-26 22:47:21.737199,17838.43888658753,82842
2025-10-26 22:52:21.737199,17845.28308921755,122492
2025-10-26 22:57:21.737199,17884.701854051127,66986
2025-10-26 23:02:21.737199,17878.736745548325,103507
2025-10-26 23:07:21.737199,17916.327337456867,110381
2025-10-26 23:12:21.737199,17934.133321948317,90318
2025-10-26 23:17:21.737199,17922.679339392256,95461
2025-10-26 23:22:21.737199,17947.826281914775,99189
2025-10-26 23:27:21.737199,17979.8313802858,112686
2025-10-26 23:32:21.737199,17988.481126653904,130613
2025-10-26 23:37:21.737199,17944.775020296584,74310
2025-10-26 23:42:21.737199,17907.094373668173,81674
2025-10-26 23:47:21.737199,17921.593392380157,82681
2025-10-26 23:52:21.737199,17920.765081170208,99748
2025-10-26 23:57:21.737199,17942.021737013834,92004
2025-10-27 00:02:21.737199,17934.335352408772,113328
2025-10-27 00:07:21.737199,17902.710573404132,86870
2025-10-27 00:12:21.737199,17911.218373775602,82234
2025-10-27 00:17:21.737199,17932.88598378025,84737
2025-10-27 00:22:21.737199,17969.968988453802,102313
2025-10-27 00:27:21.737199,17980.01893012286,119278
2025-10-27 00:32:21.737199,17985.361695888405,99111
2025-10-27 00:37:21.737199,18012.470433127513,88836
2025-10-27 00:42:21.737199,17993.8938462495,79379
2025-10-27 00:47:21.737199,17973.238742818026,129232
2025-10-27 00:52:21.737199,17964.772503385702,64780
2025-10-27 00:57:21.737199,17994.12366447479,96278
2025-10-27 01:02:21.737199,17989.347991436494,114794
2025-10-27 01:07:21.737199,17960.955255848512,96002
2025-10-27 01:12:21.737199,17921.260376590857,88673
2025-10-27 01:17:21.737199,17974.240158670535,110713
2025-10-27 01:22:21.737199,17955.56953677496,78124
2025-10-27 01:27:21.737199,17982.671550673273,65184
2025-10-27 01:32:21.737199,17981.589903689193,107063
2025-10-27 01:37:21.737199,17981.178907202957,80096
2025-10-27 01:42:21.737199,18006.297021376322,102634
2025-10-27 01:47:21.737199,17992.703649015915,97534
2025-10-27 01:52:21.737199,17976.562895465686,105220
2025-10-27 01:57:21.737199,17987.193990779568,95458
2025-10-27 02:02:21.737199,17972.10172361365,111030
2025-10-27 02:07:21.737199,17961.18221223708,85929
2025-10-27 02:12:21.737199,17960.117546206304,115624
2025-10-27 02:17:21.737199,17942.859890209627,75647
2025-10-27 02:22:21.737199,18003.81777627144,123452
2025-10-27 02:27:21.737199,17965.242603623727,141032
2025-10-27 02:32:21.737199,17969.463241508798,102162
2025-10-27 02:37:21.737199,17957.935246671666,131383
2025-10-27 02:42:21.737199,17984.552641660055,136568
2025-10-27 02:47:21.737199,17965.81618436506,93581
2025-10-27 02:52:21.737199,18008.23775607645,100957
2025-10-27 02:57:21.737199,17990.716115723728,83717
2025-10-27 03:02:21.737199,17993.81151773773,85007
2025-10-27 03:07:21.737199,18012.692517439256,104657
2025-10-27 03:12:21.737199,18001.718936267633,67283
2025-10-27 03:17:21.737199,18062.062252982923,116695
2025-10-27 03:22:21.737199,18035.050892409952,103345
2025-10-27 03:27:21.737199,18078.065354250233,113626
2025-10-27 03:32:21.737199,18130.474609776487,96359
2025-10-27 03:37:21.737199,18126.494323093964,113450
2025-10-27 03:42:21.737199,18096.60237714984,104952
2025-10-27 03:47:21.737199,18171.185062276374,110144
2025-10-27 03:52:21.737199,18182.16554766222,118034
2025-10-27 03:57:21.737199,18179.59425140059,74701
2025-10-27 04:02:21.737199,18148.83720757441,85938
2025-10-27 04:07:21.737199,18157.253760610394,146296
2025-10-27 04:12:21.737199,18104.971385315683,104145
2025-10-27 04:17:21.737199,18102.22000141023,65664
2025-10-27 04:22:21.737199,18069.548259297833,65775
2025-10-27 04:27:21.737199,18059.23346122405,98500
2025-10-27 04:32:21.737199,18057.952585610554,89539
2025-10-27 04:37:21.737199,18049.85263304132,83872
2025-10-27 04:42:21.737199,18097.558236047378,135862
2025-10-27 04:47:21.737199,18080.937028367065,92617
2025-10-27 04:52:21.737199,18086.698402225375,116419
2025-10-27 04:57:21.737199,18077.074331900334,105002
2025-10-27 05:02:21.737199,18089.202977865232,94102
2025-10-27 05:07:21.737199,18119.17624250037,77165
2025-10-27 05:12:21.737199,18074.391242973357,115384
2025-10-27 05:17:21.737199,18079.346127006218,53112
2025-10-27 05:22:21.737199,18098.277346608982,117413
2025-10-27 05:27:21.737199,18091.361617189996,103025
2025-10-27 05:32:21.737199,18123.421901812606,112371
2025-10-27 05:37:21.737199,18180.255826693283,100155
2025-10-27 05:42:21.737199,18163.729182004136,75313
2025-10-27 05:47:21.737199,18136.977337404842,108030
2025-10-27 05:52:21.737199,18119.800516411568,116977
2025-10-27 05:57:21.737199,18111.155127227135,90417
2025-10-27 06:02:21.737199,18112.269929333226,113147
2025-10-27 06:07:21.737199,18136.64062965893,105931
2025-10-27 06:12:21.737199,18185.15959949211,109011
2025-10-27 06:17:21.737199,18140.820558599455,82809
2025-10-27 06:22:21.737199,18119.34752191476,125643
2025-10-27 06:27:21.737199,18152.85195700764,105920
2025-10-27 06:32:21.737199,18126.67363518146,116634
2025-10-27 06:37:21.737199,18140.389148678485,92237
2025-10-27 06:42:21.737199,18157.318538113075,119645
2025-10-27 06:47:21.737199,18121.745524079157,91561
2025-10-27 06:52:21.737199,18167.017506941836,82164
2025-10-27 06:57:21.737199,18179.15481727118,135436
2025-10-27 07:02:21.737199,18164.128943649146,52546
2025-10-27 07:07:21.737199,18168.42391771448,159797
2025-10-27 07:12:21.737199,18190.844595438793,114034
2025-10-27 07:17:21.737199,18181.204314704155,93703
2025-10-27 07:22:21.737199,18207.75580870559,106521
2025-10-27 07:27:21.737199,18262.798238818454,114046
2025-10-27 07:32:21.737199,18281.20658416188,93350
2025-10-27 07:37:21.737199,18245.662408678098,140704
2025-10-27 07:42:21.737199,18198.304124378377,129511
2025-10-27 07:47:21.737199,18194.22246211259,154536
2025-10-27 07:52:21.737199,18163.599803239238,75571
2025-10-27 07:57:21.737199,18242.191426933707,104306
2025-10-27 08:02:21.737199,18231.49134524733,72259
2025-10-27 08:07:21.737199,18231.52535789894,78170
2025-10-27 08:12:21.737199,18255.20169079854,93474
2025-10-27 08:17:21.737199,18233.421444456504,93836
2025-10-27 08:22:21.737199,18345.690143974898,107398
2025-10-27 08:27:21.737199,18311.167156686603,97786
2025-10-27 08:32:21.737199,18305.333446546087,115999
2025-10-27 08:37:21.737199,18328.625791095074,106378
2025-10-27 08:42:21.737199,18353.131104715536,132950
2025-10-27 08:47:21.737199,18396.17166587243,116576
2025-10-27 08:52:21.737199,18410.880390285856,76420
2025-10-27 08:57:21.737199,18398.38833118397,97090
2025-10-27 09:02:21.737199,18441.800766916826,98439
2025-10-27 09:07:21.737199,18452.21562870793,108798
2025-10-27 09:12:21.737199,18468.95804278176,121505
2025-10-27 09:17:21.737199,18483.875510142232,105652
2025-10-27 09:22:21.737199,18532.4528183659,111563
2025-10-27 09:27:21.737199,18552.690283889337,77315
2025-10-27 09:32:21.737199,18603.198940594277,90815
2025-10-27 09:37:21.737199,18607.527701671843,61757
2025-10-27 09:42:21.737199,18624.564121940082,108838
2025-10-27 09:47:21.737199,18618.57275723776,116829
2025-10-27 09:52:21.737199,18656.49850946049,73620
2025-10-27 09:57:21.737199,18615.15543490977,103168
2025-10-27 10:02:21.737199,18646.513974000514,97954
2025-10-27 10:07:21.737199,18629.117371797915,133768
2025-10-27 10:12:21.737199,18626.4420855759,82112
2025-10-27 10:17:21.737199,18651.624036607616,118363
2025-10-27 10:22:21.737199,18671.02164872767,122861
2025-10-27 10:27:21.737199,18660.501197657653,96100
2025-10-27 10:32:21.737199,18620.197012196764,105849
2025-10-27 10:37:21.737199,18646.2538070282,121549
2025-10-27 10:42:21.737199,18664.99406668639,78009
2025-10-27 10:47:21.737199,18719.962961969122,91456
2025-10-27 10:52:21.737199,18727.047608556255,103724
2025-10-27 10:57:21.737199,18743.091328026538,141280
2025-10-27 11:02:21.737199,18740.539612800214,92004
2025-10-27 11:07:21.737199,18774.979575560556,94626
2025-10-27 11:12:21.737199,18770.029424929402,130941
2025-10-27 11:17:21.737199,18778.620383931753,113259
2025-10-27 11:22:21.737199,18806.189469572862,143650
2025-10-27 11:27:21.737199,18808.561420031245,121864
2025-10-27 11:32:21.737199,18807.55644534922,97079
2025-10-27 11:37:21.737199,18796.28338038298,94234
2025-10-27 11:42:21.737199,18817.105545868748,83508
2025-10-27 11:47:21.737199,18793.99367986857,73899
2025-10-27 11:52:21.737199,18794.98049370943,106816
2025-10-27 11:57:21.737199,18793.141506734377,112538
2025-10-27 12:02:21.737199,18822.33485486128,114948
2025-10-27 12:07:21.737199,18784.014655444844,97530
2025-10-27 12:12:21.737199,18766.12728367824,138602
2025-10-27 12:17:21.737199,18784.34458539556,72831
2025-10-27 12:22:21.737199,18797.844994141185,70566
2025-10-27 12:27:21.737199,18821.10144547975,83607
2025-10-27 12:32:21.737199,18779.08089975647,100119
2025-10-27 12:37:21.737199,18849.158854999456,78057
2025-10-27 12:42:21.737199,18795.322344163495,126938
2025-10-27 12:47:21.737199,18751.112620455737,85220
2025-10-27 12:52:21.737199,18774.829893120364,81649
2025-10-27 12:57:21.737199,18739.31810394947,121101
2025-10-27 13:02:21.737199,18740.37121218276,104148
2025-10-27 13:07:21.737199,18723.922543518664,115694
2025-10-27 13:12:21.737199,18772.028219088086,99048
2025-10-27 13:17:21.737199,18743.111256450546,105435
2025-10-27 13:22:21.737199,18699.846020464112,71329
2025-10-27 13:27:21.737199,18727.134429546557,97043
2025-10-27 13:32:21.737199,18721.66935716065,79038
2025-10-27 13:37:21.737199,18719.293900254263,139087
2025-10-27 13:42:21.737199,18789.51629571543,125856
2025-10-27 13:47:21.737199,18757.906456630175,86921
2025-10-27 13:52:21.737199,18710.480033675987,95848
2025-10-27 13:57:21.737199,18710.29035250344,96791
2025-10-27 14:02:21.737199,18696.759006073877,143079
2025-10-27 14:07:21.737199,18704.801843471556,107927
2025-10-27 14:12:21.737199,18693.30641817911,91442
2025-10-27 14:17:21.737199,18684.793344935777,102933
2025-10-27 14:22:21.737199,18672.328295844243,69260
2025-10-27 14:27:21.737199,18711.567297691752,98526
2025-10-27 14:32:21.737199,18709.851798220923,78382
2025-10-27 14:37:21.737199,18717.948419074193,63046
2025-10-27 14:42:21.737199,18768.003517029832,139731
2025-10-27 14:47:21.737199,18767.30684552494,99460
2025-10-27 14:52:21.737199,18782.83283801242,84568
2025-10-27 14:57:21.737199,18800.605975649298,66056
2025-10-27 15:02:21.737199,18802.90795061632,95577
2025-10-27 15:07:21.737199,18850.733426217143,97016
2025-10-27 15:12:21.737199,18858.5402471785,115301
2025-10-27 15:17:21.737199,18874.73282678695,80923
2025-10-27 15:22:21.737199,18887.47013461884,89324
2025-10-27 15:27:21.737199,18932.430984487033,81508
2025-10-27 15:32:21.737199,18891.637416642545,95639
2025-10-27 15:37:21.737199,18935.188877866614,60140
2025-10-27 15:42:21.737199,18922.7780674201,83915
2025-10-27 15:47:21.737199,18902.89636593075,112594
2025-10-27 15:52:21.737199,18911.379494102403,75491
2025-10-27 15:57:21.737199,18875.16934265694,119990
2025-10-27 16:02:21.737199,18926.758897510375,117467
2025-10-27 16:07:21.737199,18909.89711660962,119140
2025-10-27 16:12:21.737199,18897.698039541137,99909
2025-10-27 16:17:21.737199,18829.926635149783,98111
2025-10-27 16:22:21.737199,18818.648330715332,106392
2025-10-27 16:27:21.737199,18746.797619062938,126405
2025-10-27 16:32:21.737199,18719.672607568762,124585
2025-10-27 16:37:21.737199,18723.118429684553,66755
2025-10-27 16:42:21.737199,18731.91503177006,82513
2025-10-27 16:47:21.737199,18762.536627764734,78921
2025-10-27 16:52:21.737199,18736.045059909833,114535
2025-10-27 16:57:21.737199,18701.991726813176,86414
2025-10-27 17:02:21.737199,18728.58714109621,95932
2025-10-27 17:07:21.737199,18697.604137203994,134158
2025-10-27 17:12:21.737199,18757.732764539407,122417
2025-10-27 17:17:21.737199,18775.536031494466,127523
2025-10-27 17:22:21.737199,18754.360513114832,85660
2025-10-27 17:27:21.737199,18773.176306839607,44571
2025-10-27 17:32:21.737199,18754.445614759745,92089
2025-10-27 17:37:21.737199,18723.63686908295,71201
2025-10-27 17:42:21.737199,18702.138285182948,61119
2025-10-27 17:47:21.737199,18692.0144946514,122573
2025-10-27 17:52:21.737199,18672.625726402643,82163
2025-10-27 17:57:21.737199,18642.04740306445,83868
2025-10-27 18:02:21.737199,18692.92962104243,92684
2025-10-27 18:07:21.737199,18724.69335337638,132929
2025-10-27 18:12:21.737199,18709.74062717965,96767
2025-10-27 18:17:21.737199,18714.476263935056,119031
2025-10-27 18:22:21.737199,18746.417744945626,93693
2025-10-27 18:27:21.737199,18778.14336730158,68390
2025-10-27 18:32:21.737199,18791.150803296292,76203
2025-10-27 18:37:21.737199,18778.00576273268,99924
2025-10-27 18:42:21.737199,18788.360971957256,102152
2025-10-27 18:47:21.737199,18785.92890338332,110854
2025-10-27 18:52:21.737199,18833.781617055607,110862
2025-10-27 18:57:21.737199,18824.713765690183,118003
2025-10-27 19:02:21.737199,18868.043927814888,84616
2025-10-27 19:07:21.737199,18858.491827440568,136544
2025-10-27 19:12:21.737199,18897.759092137167,138375
2025-10-27 19:17:21.737199,18901.667186262646,89589
2025-10-27 19:22:21.737199,18964.58822719371,84121
2025-10-27 19:27:21.737199,18927.89731062965,64303
2025-10-27 19:32:21.737199,18989.566671903973,103417
2025-10-27 19:37:21.737199,18995.25684116119,109048
2025-10-27 19:42:21.737199,18968.55195491796,88413
2025-10-27 19:47:21.737199,18964.248031266023,105655
2025-10-27 19:52:21.737199,18962.025708916648,72243
2025-10-27 19:57:21.737199,18971.563174335468,119353
2025-10-27 20:02:21.737199,18986.341191868123,89380
2025-10-27 20:07:21.737199,18959.466768284852,105775
2025-10-27 20:12:21.737199,18965.11974317639,104203
2025-10-27 20:17:21.737199,19038.692430768213,60791
2025-10-27 20:22:21.737199,19076.063700911567,116680
2025-10-27 20:27:21.737199,19076.564156410186,84311
2025-10-27 20:32:21.737199,19097.614220224837,104050
2025-10-27 20:37:21.737199,19104.383444481795,71802
2025-10-27 20:42:21.737199,19101.171992932726,90412
2025-10-27 20:47:21.737199,19081.227722977248,107264
2025-10-27 20:52:21.737199,19073.11646392191,78413
2025-10-27 20:57:21.737199,19034.058417020176,79509
2025-10-27 21:02:21.737199,19043.754438436255,102501
2025-10-27 21:07:21.737199,19046.107988698826,96649
2025-10-27 21:12:21.737199,19046.077997050143,106986
