time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change
32:21.7,18386.15544,18411.74156,18374.01142,18399.82781,3510,18398.61365,125114,404200,309800,16200,18600,-8096,714000,-14200
37:21.7,18384.80739,18389.81008,18378.48268,18379.4753,2330,18387.28661,88838,404700,320400,19400,16700,-36276,725100,11100
42:21.7,18395.58585,18405.56829,18387.24668,18397.78784,2340,18400.41984,96535,405200,334000,17400,19800,7697,739200,14100
47:21.7,18394.86766,18404.19272,18386.05657,18399.46348,3880,18398.25009,106983,399700,312900,16650,18900,10448,712600,-26600
52:21.7,18338.09391,18346.65121,18332.00983,18342.42173,3560,18348.51859,106278,398200,306200,16850,16250,-705,704400,-8200
57:21.7,18335.826,18343.45873,18326.41898,18336.52235,3590,18344.0912,113619,396900,320300,19900,18450,7341,717200,12800
02:21.7,18300.16629,18319.72638,18296.67621,18306.96189,3950,18312.11332,104061,400300,319500,19900,16050,-9558,719800,2600
07:21.7,18318.74139,18332.8138,18309.60706,18323.15849,1300,18331.76815,92773,411200,318400,16700,17800,-11288,729600,9800
12:21.7,18329.00088,18339.94808,18306.83359,18317.65832,4230,18321.80598,102738,406900,321300,16050,19450,9965,728200,-1400
17:21.7,18303.36153,18313.93249,18302.75341,18311.31577,2050,18311.71701,119975,391400,325100,18200,18950,17237,716500,-11700
22:21.7,18289.44162,18305.28777,18286.16708,18297.55565,3240,18305.66915,158325,400300,320600,17550,18200,38350,720900,4400
27:21.7,18260.58866,18265.64127,18242.41854,18253.61964,3320,18252.39616,90021,406400,315200,18900,18850,-68304,721600,700
32:21.7,18259.0545,18259.71058,18248.0063,18259.40085,4810,18256.8689,104524,408000,325800,16600,16100,14503,733800,12200
37:21.7,18285.41609,18306.24894,18281.40629,18291.66357,2980,18301.66518,92734,398900,320700,18400,17100,-11790,719600,-14200
42:21.7,18258.58204,18262.42273,18244.16509,18256.67115,1960,18258.41732,106151,404700,314400,19100,17050,13417,719100,-500
47:21.7,18272.57475,18287.66066,18262.84116,18282.37778,4840,18295.17006,119513,399200,317100,18900,16200,13362,716300,-2800
52:21.7,18258.22935,18287.86301,18255.87362,18279.80941,560,18288.16289,95837,393600,325900,17100,19300,-23676,719500,3200
57:21.7,18236.70994,18236.72203,18217.98019,18229.54304,2060,18230.87103,59079,389100,328300,16250,18600,-36758,717400,-2100
02:21.7,18233.96469,18237.56974,18216.89663,18221.37373,2200,18227.67589,120571,395100,315800,19550,17550,61492,710900,-6500
07:21.7,18205.85386,18217.33751,18194.71898,18208.6195,1180,18226.07272,102608,393500,318500,16450,17100,-17963,712000,1100
12:21.7,18190.92256,18202.84769,18177.96492,18197.48551,1430,18205.24277,93159,403700,322200,16100,18100,-9449,725900,13900
17:21.7,18158.44774,18162.61182,18142.26917,18156.35165,4180,18163.15138,88694,402000,313100,19900,17850,-4465,715100,-10800
22:21.7,18212.22333,18233.26378,18204.18913,18225.45688,4120,18225.85026,106224,401500,328800,19150,16650,17530,730300,15200
27:21.7,18213.36883,18228.64417,18194.24767,18201.17857,4250,18214.89073,86082,401300,315500,18650,17250,-20142,716800,-13500
32:21.7,18194.44426,18208.07526,18191.66039,18200.7479,2350,18211.58428,88419,404800,327300,18000,19900,2337,732100,15300
37:21.7,18200.46707,18210.26664,18193.63058,18194.9536,4410,18195.39631,75027,407400,318800,16850,18700,-13392,726200,-5900
42:21.7,18197.58267,18232.98535,18191.17976,18213.22693,2190,18227.14409,86352,402000,325900,17000,18150,11325,727900,1700
47:21.7,18191.73392,18220.73058,18176.34056,18209.85757,2530,18214.39957,112617,399500,321300,16050,19050,26265,720800,-7100
52:21.7,18208.68286,18217.41191,18200.38947,18201.70296,910,18200.75439,72376,399000,323600,17900,18950,-40241,722600,1800
57:21.7,18229.56674,18241.89457,18199.92399,18224.55765,620,18224.93024,123041,395200,314700,17200,17100,50665,709900,-12700
02:21.7,18215.24846,18237.50619,18212.15773,18223.07726,2030,18231.5202,76420,394800,317600,19800,19000,-46621,712400,2500
07:21.7,18199.70424,18203.46247,18193.01384,18196.1814,3230,18195.27068,102998,396800,322700,16550,17650,26578,719500,7100
12:21.7,18192.37892,18194.32612,18191.28432,18191.96585,3470,18189.58389,109698,399700,320700,16350,17150,6700,720400,900
17:21.7,18129.85241,18133.52188,18126.5109,18130.08255,1000,18131.32152,116492,392700,320600,16750,16500,6794,713300,-7100
27:21.7,18126.18193,18128.58924,18115.90876,18126.05652,2610,18126.02036,98319,406400,325300,16250,17100,-18173,731700,18400
32:21.7,18171.14434,18177.1205,18162.30696,18164.87777,1930,18166.03699,96568,409300,329200,19650,18950,-1751,738500,6800
37:21.7,18164.53935,18165.17086,18156.97972,18160.06068,4060,18168.68815,111930,409500,322900,17300,19550,15362,732400,-6100
42:21.7,18180.43729,18204.35804,18180.06152,18193.56022,520,18198.59894,105560,395900,313300,19750,16500,-6370,709200,-23200
47:21.7,18189.10916,18198.7295,18177.50365,18177.68178,3030,18178.50537,93083,397700,322600,19650,16800,-12477,720300,11100
52:21.7,18273.48931,18286.30412,18266.15772,18280.91936,3840,18282.22911,107419,409200,325200,18100,17700,14336,734400,14100
57:21.7,18304.38595,18312.94871,18296.5351,18301.83283,3050,18304.77033,96657,404400,311900,19300,16550,-10762,716300,-18100
02:21.7,18301.05712,18302.68516,18294.28812,18298.49716,1470,18301.74836,87989,404800,318000,16950,19700,-8668,722800,6500
07:21.7,18275.02755,18290.59371,18260.95175,18282.24959,2220,18285.52109,92433,408400,310500,18750,17250,4444,718900,-3900
12:21.7,18231.2261,18238.13166,18219.78282,18234.32588,1990,18242.78796,109728,397400,316800,19700,19950,17295,714200,-4700
17:21.7,18236.97341,18245.31468,18230.72109,18242.17654,3280,18246.9033,81438,403800,322100,18800,19700,-28290,725900,11700
22:21.7,18216.47698,18228.46976,18209.00551,18225.29544,1080,18230.17868,122126,407700,314800,16200,18700,40688,722500,-3400
27:21.7,18177.83751,18185.99781,18166.18457,18174.82627,4950,18186.24071,88854,399500,319200,18450,17550,-33272,718700,-3800
32:21.7,18160.39771,18164.82617,18148.52121,18154.83848,1620,18168.69054,54802,398500,323200,19500,18050,-34052,721700,3000
37:21.7,18131.1409,18140.88034,18116.62253,18121.30339,3730,18118.23561,111050,398100,307600,16200,16050,56248,705700,-16000
42:21.7,18177.26548,18181.77708,18160.46749,18169.76363,2920,18164.79106,45970,392300,316400,17450,18550,-65080,708700,3000
47:21.7,18201.5021,18247.25357,18198.95347,18228.34107,3590,18230.07601,79761,407600,326200,16900,16500,33791,733800,25100
52:21.7,18201.46644,18223.54065,18177.12592,18212.79394,1060,18220.71538,148449,397500,321000,19800,19050,68688,718500,-15300
57:21.7,18242.09947,18252.53663,18213.81631,18229.77626,4560,18235.47846,121199,399700,322100,17100,17450,-27250,721800,3300
02:21.7,18244.39908,18257.05949,18230.71731,18232.33535,4160,18241.74743,119547,397200,320200,17600,18500,-1652,717400,-4400
07:21.7,18221.02609,18232.37697,18220.275,18225.41614,1090,18226.91592,77623,387900,312700,19500,18550,-41924,700600,-16800
12:21.7,18262.88563,18268.36803,18259.51322,18267.88295,3780,18260.81306,96267,399100,334100,19250,18300,18644,733200,32600
17:21.7,18277.83746,18287.89042,18263.40312,18282.85366,2650,18279.01363,124828,388400,323600,18550,18050,28561,712000,-21200
22:21.7,18249.60414,18251.13725,18239.81557,18247.27772,2820,18254.01863,112792,394000,316000,18650,16000,-12036,710000,-2000
27:21.7,18244.57692,18253.19941,18239.86399,18243.43249,1040,18252.89219,122717,385700,320900,19550,18600,9925,706600,-3400
32:21.7,18220.81193,18228.36257,18215.51166,18223.79905,4220,18217.01908,135630,395100,312900,16450,18100,12913,708000,1400
37:21.7,18183.23933,18192.00733,18183.09184,18184.02024,2570,18195.35247,113202,389200,321100,18750,17250,-22428,710300,2300
42:21.7,18208.70033,18215.45994,18177.97451,18188.49505,1120,18194.66803,75386,395700,321000,16800,16750,-37816,716700,6400
47:21.7,18261.10969,18266.93122,18255.38346,18259.01149,2330,18262.27755,111967,409400,316000,18900,16200,36581,725400,8700
52:21.7,18223.02298,18224.99729,18208.45783,18215.26538,3600,18215.48311,95289,392900,313800,19750,19200,-16678,706700,-18700
57:21.7,18238.60037,18242.96476,18236.04239,18240.19818,3300,18252.55314,74182,402000,327000,17900,18400,-21107,729000,22300
02:21.7,18220.99105,18250.18519,18208.21024,18248.18824,750,18256.7485,117891,403400,322300,17150,17300,43709,725700,-3300
07:21.7,18207.86413,18218.18676,18206.87964,18211.20966,2260,18217.53344,124041,399100,319300,17500,17450,6150,718400,-7300
12:21.7,18191.87389,18201.33543,18178.90803,18189.02204,1120,18188.6688,98122,405600,322600,19850,19950,-25919,728200,9800
17:21.7,18168.49443,18194.54708,18162.26908,18176.8683,4780,18189.3059,106409,405400,318300,17750,18000,8287,723700,-4500
22:21.7,18169.99852,18190.9323,18157.26127,18174.38374,1220,18178.1841,58546,392300,317600,16750,17450,-47863,709900,-13800
27:21.7,18147.54656,18156.78264,18144.79825,18151.3584,3840,18156.61695,122475,395100,315300,18250,19100,63929,710400,500
32:21.7,18155.0918,18163.96215,18142.87251,18160.60051,2160,18164.63067,115865,396200,318600,16000,19350,-6610,714800,4400
37:21.7,18153.90527,18177.88166,18152.15066,18172.57242,2740,18172.03333,105004,397000,312200,17300,16850,-10861,709200,-5600
42:21.7,18147.58115,18148.49285,18123.9744,18137.31971,1140,18142.68683,74951,405100,318300,18200,19250,-30053,723400,14200
47:21.7,18123.07406,18127.88607,18122.87601,18127.3659,1180,18134.78147,67112,401900,322400,19050,16600,-7839,724300,900
52:21.7,18107.58261,18111.29965,18092.79519,18099.19535,4890,18100.41737,140531,391800,333400,17950,18000,73419,725200,900
57:21.7,18128.29299,18135.42326,18114.92235,18133.32823,580,18138.22828,80008,396800,321900,17150,16600,-60523,718700,-6500
02:21.7,18142.10069,18154.7383,18132.01345,18133.76723,2850,18137.71223,102683,405500,327000,19400,17000,22675,732500,13800
07:21.7,18115.69898,18123.30168,18109.94081,18111.91853,2470,18120.51335,80626,397700,325200,16650,17550,-22057,722900,-9600
12:21.7,18118.57957,18126.48674,18104.23181,18115.90627,4610,18117.90477,54221,399600,312500,18800,18400,-26405,712100,-10800
17:21.7,18139.19358,18156.81077,18137.98729,18148.04384,2220,18152.907,108960,386500,315800,17900,16700,54739,702300,-9800
22:21.7,18094.00884,18103.03666,18082.05873,18102.31811,3310,18108.3127,112077,396800,323500,16200,18700,3117,720300,18000
27:21.7,18108.94329,18111.66385,18078.27227,18097.66398,770,18099.53763,66624,406200,327200,19050,16950,-45453,733400,13100
32:21.7,18091.13402,18100.72741,18086.88473,18091.63093,3450,18090.76965,122165,407700,323000,18600,18050,55541,730700,-2700
37:21.7,18106.80588,18110.06659,18098.94499,18100.38177,4480,18100.40382,89467,412200,321400,16400,17550,-32698,733600,2900
42:21.7,18086.26833,18091.13033,18064.44015,18074.8875,1830,18080.72129,78348,396200,325300,19450,18250,-11119,721500,-12100
47:21.7,18037.54955,18043.46049,18030.10505,18035.59232,760,18037.92622,77036,395200,324200,18350,16150,-1312,719400,-2100
52:21.7,17993.74788,18003.37626,17981.90624,17990.9725,870,17993.22898,117424,404900,314800,19450,16350,40388,719700,300
57:21.7,17995.22572,18032.5464,17992.94269,18017.06038,2450,18023.92928,61525,404700,317100,17600,19950,-55899,721800,2100
02:21.7,18002.41776,18014.38474,17986.2779,18006.31492,2520,18015.42337,75156,398500,320000,17050,16750,13631,718500,-3300
07:21.7,17978.19426,17980.16559,17963.22449,17965.81073,1340,17975.82693,108631,407800,315400,18350,18750,33475,723200,4700
12:21.7,17995.60358,18002.72857,17988.31767,17990.52185,3690,17990.81419,105973,407900,322600,19750,16150,-2658,730500,7300
17:21.7,17950.98885,17965.28066,17948.56589,17960.15627,790,17968.72009,79560,392700,315800,19900,17300,-26413,708500,-22000
22:21.7,17949.38913,17975.7909,17935.53713,17968.13227,1480,17982.96487,125726,402000,315000,19500,18900,46166,717000,8500
27:21.7,17916.99239,17928.00403,17888.51426,17902.78437,4360,17907.04203,77738,393500,314800,16750,18100,-47988,708300,-8700
32:21.7,17899.66154,17912.65775,17881.91076,17882.83653,2390,17886.0198,95829,409000,312600,19000,17400,18091,721600,13300
37:21.7,17901.11322,17917.98617,17888.30362,17917.8594,610,17919.92841,93181,390800,316600,16650,18400,-2648,707400,-14200
42:21.7,17878.20337,17887.01859,17875.87888,17881.68617,1400,17879.55598,93258,392800,308800,17350,19650,77,701600,-5800
47:21.7,17868.07228,17870.74518,17852.45628,17860.31492,790,17868.39986,96093,397500,314000,17950,17350,2835,711500,9900
52:21.7,17895.24237,17907.26586,17892.83384,17900.02603,2620,17903.23625,95496,402100,314300,16500,19950,-597,716400,4900
57:21.7,17879.94244,17885.16745,17854.45234,17856.37893,870,17859.14822,95249,410400,320400,18400,16150,-247,730800,14400
02:21.7,17902.5487,17909.28664,17892.00624,17902.57892,3900,17909.851,96361,414500,323400,17950,17950,1112,737900,7100
07:21.7,17872.41617,17877.32567,17859.28187,17875.34565,1090,17883.10077,121707,413400,323600,18750,17800,25346,737000,-900
12:21.7,17886.804,17905.60103,17881.23879,17895.07012,3430,17895.4235,95351,403700,319900,18800,17750,-26356,723600,-13400
17:21.7,17925.70269,17942.01995,17900.12962,17916.61529,4090,17917.09744,113838,396200,320500,17000,16550,18487,716700,-6900
22:21.7,17859.54538,17865.36854,17847.68516,17860.31055,1920,17860.55333,102974,396200,319900,17800,16000,-10864,716100,-600
27:21.7,17838.38824,17845.80559,17825.63835,17830.1342,4510,17845.0055,107324,405100,317100,19500,19200,4350,722200,6100
32:21.7,17854.01452,17858.16451,17848.58847,17856.29433,2290,17867.77849,115558,392900,315500,17150,17900,8234,708400,-13800
37:21.7,17848.75607,17857.54242,17825.01773,17840.76566,3340,17848.11806,77194,414500,319600,16800,17300,-38364,734100,25700
42:21.7,17858.87416,17858.92733,17839.6876,17855.23005,1610,17856.79018,112547,402900,313100,19250,17750,35353,716000,-18100
47:21.7,17842.88017,17849.87461,17822.49777,17833.99607,2790,17836.18824,95756,398400,321500,18200,19850,-16791,719900,3900
52:21.7,17845.37629,17852.86652,17844.85477,17851.18618,4930,17856.70275,80779,392000,326300,17400,18200,-14977,718300,-1600
57:21.7,17841.38801,17859.69396,17833.24681,17849.04599,700,17864.44506,115515,391600,318200,19450,17800,34736,709800,-8500
02:21.7,17872.84641,17881.9751,17866.98154,17870.74974,1940,17875.87263,91492,401800,316000,17750,17050,-24023,717800,8000
07:21.7,17879.84735,17888.40438,17879.31404,17880.18919,1950,17886.4946,107549,406500,321500,16850,17250,16057,728000,10200
12:21.7,17889.08295,17893.19437,17860.91637,17876.12597,4900,17866.03142,45751,410900,320800,19900,18850,-61798,731700,3700
17:21.7,17878.213,17887.86582,17868.29702,17875.53416,4240,17880.49057,114521,408800,320400,18000,16850,68770,729200,-2500
22:21.7,17865.32014,17870.80111,17863.19416,17864.87168,4700,17860.97431,151801,391300,326600,18650,17500,37280,717900,-11300
27:21.7,17853.91075,17879.06058,17846.88368,17877.30645,3650,17878.27007,99846,396400,318500,19650,19300,-51955,714900,-3000
32:21.7,17864.65629,17869.53144,17852.90837,17854.72384,2150,17858.54592,94728,394000,315900,18800,18300,-5118,709900,-5000
37:21.7,17853.55727,17886.02699,17847.4715,17866.62766,1890,17868.58172,90774,400900,324400,17100,18100,-3954,725300,15400
42:21.7,17861.49784,17870.47303,17852.90197,17870.40054,2520,17870.56516,111111,400900,312200,18700,18750,20337,713100,-12200
47:21.7,17917.36831,17921.29891,17906.38335,17919.88244,2930,17920.09543,93917,388000,321000,19100,19050,-17194,709000,-4100
57:21.7,17932.38311,17947.29944,17925.50174,17935.71948,2500,17937.93611,134448,394800,312000,17350,18400,40531,706800,-2200
02:21.7,17964.90283,17972.18779,17964.88743,17968.39843,4340,17972.10139,116820,397300,318000,16150,19400,-17628,715300,8500
07:21.7,17954.08918,17965.85083,17943.83176,17953.61231,3630,17956.90961,96506,402700,315400,16950,16200,-20314,718100,2800
12:21.7,17899.46299,17912.34757,17878.29322,17910.4136,3080,17920.86724,77690,396800,324600,18950,18100,-18816,721400,3300
17:21.7,17872.59586,17890.77641,17859.73903,17882.39424,3040,17874.97519,91835,392200,324900,18150,19050,14145,717100,-4300
22:21.7,17822.69053,17837.26117,17815.10814,17817.1149,4960,17821.98774,96786,396100,314900,19050,16750,4951,711000,-6100
27:21.7,17813.47377,17825.15667,17780.55349,17801.72358,4540,17805.66315,73628,395800,324200,16050,17800,-23158,720000,9000
32:21.7,17814.14406,17823.87184,17810.62031,17812.33609,720,17815.18149,121738,393100,318000,19850,19050,48110,711100,-8900
37:21.7,17859.17546,17861.44069,17848.76993,17852.03145,4420,17851.82181,111381,401700,309200,16100,19600,-10357,710900,-200
42:21.7,17868.11427,17871.19799,17867.19687,17867.54674,2950,17870.31777,79028,402700,328500,17600,19800,-32353,731200,20300
47:21.7,17862.42149,17877.84565,17856.57571,17873.47331,3880,17868.28907,64415,403000,315800,18600,18700,-14613,718800,-12400
52:21.7,17884.83695,17890.97461,17862.42414,17880.74757,3600,17885.4326,114357,382900,324900,17150,18550,49942,707800,-11000
57:21.7,17825.79478,17833.27175,17822.08391,17825.4131,4150,17831.05338,67133,401000,315100,18900,18100,-47224,716100,8300
02:21.7,17832.27424,17833.39646,17819.29739,17832.79158,4210,17832.59149,101678,397800,321500,18550,18500,34545,719300,3200
07:21.7,17853.08412,17878.69629,17847.80837,17860.65767,4520,17874.62841,91809,401000,321300,16750,19750,-9869,722300,3000
12:21.7,17813.71014,17826.55334,17789.78228,17793.69743,3670,17796.61322,115999,396100,318000,16500,16900,24190,714100,-8200
17:21.7,17844.47657,17849.0481,17825.07634,17839.06345,1360,17842.86713,116231,411700,322500,17450,18350,232,734200,20100
22:21.7,17853.71785,17856.10269,17849.63637,17855.60395,2680,17866.33042,83574,399000,317100,19500,19900,-32657,716100,-18100
27:21.7,17842.77809,17856.24862,17839.26857,17853.48446,4720,17868.52847,117759,394200,327700,17300,16600,34185,721900,5800
32:21.7,17859.9006,17870.13457,17848.70126,17855.50794,4050,17853.0617,94210,406400,319100,18900,18250,-23549,725500,3600
37:21.7,17921.01505,17946.44055,17897.39334,17904.20019,760,17904.68094,100379,399100,323000,19650,16750,6169,722100,-3400
42:21.7,17926.08382,17931.78725,17922.55586,17931.63832,4790,17934.6723,100789,412300,322400,18150,16450,410,734700,12600
47:21.7,17932.93883,17933.88765,17923.81388,17927.24187,3390,17926.83202,144963,394900,322300,18350,19350,44174,717200,-17500
52:21.7,17920.76575,17924.83051,17898.35539,17910.10588,3380,17918.2341,97612,413000,318900,19850,18600,-47351,731900,14700
57:21.7,17898.1145,17913.5626,17888.97449,17892.52719,3970,17891.52709,66561,400500,328500,19200,19450,-31051,729000,-2900
02:21.7,17920.59976,17928.55049,17918.57479,17918.94635,2720,17929.339,85705,389400,315600,16550,18200,19144,705000,-24000
07:21.7,17897.7812,17904.68792,17882.5372,17892.36941,4010,17899.29544,114760,399900,311700,18550,16200,29055,711600,6600
12:21.7,17899.88162,17903.07006,17864.07962,17880.14193,2270,17889.96194,94318,393500,325000,17450,16850,-20442,718500,6900
17:21.7,17887.24006,17906.55069,17879.60672,17895.26308,1970,17894.28687,100299,391000,323000,19050,19500,5981,714000,-4500
22:21.7,17900.27512,17917.66067,17894.28357,17911.68543,4730,17913.20706,91360,403200,319600,17850,19600,-8939,722800,8800
27:21.7,17909.41542,17921.81527,17900.65496,17915.24961,2760,17923.65895,43667,399000,319300,18550,17350,-47693,718300,-4500
32:21.7,17937.4891,17947.31947,17911.16455,17927.28549,4000,17934.72492,84439,389400,319700,17100,17350,40772,709100,-9200
37:21.7,17923.95097,17927.76268,17917.19058,17922.1452,2350,17924.18729,98454,408300,320600,17600,16550,14015,728900,19800
42:21.7,17916.87576,17930.71599,17908.42697,17916.81734,4640,17919.62384,64610,407000,322500,17650,16100,-33844,729500,600
47:21.7,17890.76939,17900.95157,17880.87372,17896.12584,3430,17897.37312,76423,406200,319200,17850,19950,11813,725400,-4100
52:21.7,17879.02903,17888.4589,17877.23488,17885.00367,4780,17887.66079,93199,393600,317700,18800,17300,16776,711300,-14100
57:21.7,17889.32943,17896.82295,17880.46229,17882.7625,900,17881.16016,93373,407600,327900,19650,17050,174,735500,24200
02:21.7,17909.8331,17916.65006,17906.74833,17910.56736,4420,17908.0605,107888,403000,317500,17450,19350,14515,720500,-15000
07:21.7,17885.25533,17915.41169,17878.55359,17889.34462,4420,17898.31844,94462,393300,322600,19750,17900,-13426,715900,-4600
12:21.7,17908.77933,17926.50388,17905.75484,17921.81533,2400,17924.29533,107152,403100,327100,19600,18100,12690,730200,14300
17:21.7,17945.41256,17962.68733,17940.52165,17951.73389,1280,17961.52474,85999,402500,322000,19900,19200,-21153,724500,-5700
22:21.7,17956.72447,17981.92845,17940.41298,17963.80891,2540,17970.61352,104231,395100,326000,16950,18600,18232,721100,-3400
27:21.7,18007.52743,18033.78484,17996.09903,18008.28218,4330,18013.56947,129422,397800,314500,16400,19550,25191,712300,-8800
32:21.7,17986.81837,18006.82883,17973.00309,17999.50321,3270,17999.26802,105779,401500,317100,16050,19350,-23643,718600,6300
37:21.7,17953.44817,17958.28129,17952.44889,17957.12649,3210,17954.19528,95299,403500,320300,17150,19700,-10480,723800,5200
42:21.7,17905.78983,17907.8101,17895.40407,17898.0806,810,17899.20688,81145,398800,317300,17150,18600,-14154,716100,-7700
47:21.7,17946.19619,17971.26136,17938.72018,17958.78877,4990,17970.63394,101739,401600,323700,19850,17350,20594,725300,9200
52:21.7,17963.99954,17975.99455,17958.33864,17970.2681,1910,17978.6546,95640,395300,317300,18300,19700,-6099,712600,-12700
57:21.7,17962.68144,17977.19798,17950.94192,17958.70231,3000,17959.32864,111239,402700,323700,16500,16000,15599,726400,13800
02:21.7,17970.40621,17982.92022,17941.77587,17966.09787,3430,17967.28959,63561,401600,325000,18450,18550,-47678,726600,200
07:21.7,17940.27296,17943.24326,17933.81456,17942.93329,1470,17941.5207,96237,396600,325900,17900,16950,32676,722500,-4100
12:21.7,18006.39009,18025.11919,17998.07057,18010.56023,1850,18005.80318,108385,388700,319400,16050,16900,12148,708100,-14400
17:21.7,18010.06074,18013.90316,17998.77288,18011.83736,3260,18015.98873,102587,408400,315000,17200,17700,-5798,723400,15300
22:21.7,18013.19642,18018.23979,18011.26041,18016.00025,3610,18028.92715,93349,407000,321300,17250,17300,-9238,728300,4900
27:21.7,18032.99749,18053.97982,18029.51938,18048.32516,3510,18061.34323,93072,397900,320100,19300,17950,-277,718000,-10300
32:21.7,18046.19371,18056.27369,18039.85354,18055.86234,920,18062.76639,78023,399400,320700,18200,17100,-15049,720100,2100
37:21.7,18052.43563,18059.78389,18050.26142,18054.15635,1690,18054.50296,107577,409200,320900,17450,16500,29554,730100,10000
42:21.7,18031.22364,18046.05506,18025.22201,18039.71013,2690,18035.47361,108497,389900,318000,16500,17000,920,707900,-22200
47:21.7,18044.16032,18063.60226,18031.51723,18034.84481,950,18044.11686,71737,396000,326600,17900,17200,-36760,722600,14700
52:21.7,18095.35257,18101.80615,18094.22807,18098.95289,2850,18105.00092,115292,398800,308300,16550,17900,43555,707100,-15500
57:21.7,18132.08954,18157.03186,18123.60321,18148.49279,970,18150.40077,86907,408900,317600,16800,17450,-28385,726500,19400
02:21.7,18175.65482,18177.89118,18166.61336,18173.67325,2470,18174.67303,92480,400800,329700,17250,16600,5573,730500,4000
07:21.7,18161.90426,18169.18972,18153.9303,18154.20694,1330,18161.10791,137077,405900,316700,17050,17900,44597,722600,-7900
12:21.7,18135.14595,18148.58373,18121.09983,18129.23308,800,18128.36313,132038,409400,317700,18600,18600,-5039,727100,4500
17:21.7,18131.90584,18134.47348,18116.11089,18122.02728,2100,18126.9523,71068,401100,318600,16500,18700,-60970,719700,-7400
22:21.7,18133.60284,18138.73081,18121.50468,18126.48756,4770,18123.47953,74420,401700,331400,16250,16250,3352,733100,13400
27:21.7,18163.57136,18167.85175,18157.34384,18160.20649,1200,18175.9796,78980,401100,326100,18350,18050,4560,727200,-5900
32:21.7,18117.69922,18124.20725,18102.53988,18104.9664,570,18104.8557,131724,394000,314200,19750,18500,52744,708200,-19000
37:21.7,18159.49643,18161.07056,18153.00283,18159.63824,4350,18166.80258,87855,399000,308400,16400,18350,-43869,707400,-800
42:21.7,18155.37448,18169.39255,18154.91044,18163.56507,4500,18160.66968,70516,395300,316500,16850,16700,-17339,711800,4400
47:21.7,18143.93436,18159.04238,18135.55301,18135.69923,1010,18138.43815,124648,399000,316100,18000,19100,54132,715100,3300
52:21.7,18116.59109,18138.11454,18115.29298,18130.35321,940,18138.79082,111878,400100,321800,18050,17350,-12770,721900,6800
57:21.7,18071.85703,18076.79397,18067.19535,18076.47252,3420,18086.05823,145018,396200,323600,18850,16000,33140,719800,-2100
02:21.7,18094.36609,18109.59452,18085.9939,18103.68994,4750,18111.45618,111838,396000,323800,18250,16750,-33180,719800,0
07:21.7,18096.53713,18111.29789,18074.70642,18090.58486,3490,18093.45271,99362,396000,318200,17050,18150,-12476,714200,-5600
12:21.7,18061.73586,18073.79199,18055.45806,18069.45297,4220,18069.45685,105054,385100,317300,16400,18950,5692,702400,-11800
17:21.7,18026.86313,18036.37327,18012.75872,18017.02106,870,18014.7995,90940,409100,312500,19400,17650,-14114,721600,19200
22:21.7,18017.96588,18033.40184,18011.63336,18025.9861,4040,18037.72354,126109,394300,309200,17450,16300,35169,703500,-18100
27:21.7,18063.31158,18073.55866,18061.16379,18064.86358,4290,18069.03677,127165,395300,321800,19950,19400,1056,717100,13600
32:21.7,18056.4599,18067.71098,18052.24885,18061.45478,2800,18066.62887,68341,391200,320500,17800,18250,-58824,711700,-5400
37:21.7,18015.97376,18025.93509,18000.69641,18005.38402,3110,18015.27997,118850,395200,328900,18500,17600,50509,724100,12400
42:21.7,18009.51413,18017.27115,17991.73766,18001.45424,1170,18008.22313,78578,401600,317400,16450,16600,-40272,719000,-5100
47:21.7,18002.32823,18009.96679,17993.35353,18007.70397,2280,18010.61717,148274,393700,310700,17150,17100,69696,704400,-14600
52:21.7,17929.82927,17931.90286,17911.2256,17921.32741,4060,17928.91388,130340,392800,312700,16850,17600,-17934,705500,1100
57:21.7,17928.54837,17937.86905,17918.42008,17932.70067,4680,17932.93803,77239,401100,316300,17850,16400,-53101,717400,11900
02:21.7,17922.51818,17935.70051,17902.88934,17910.26691,2350,17905.51455,104779,398200,313500,17300,16400,27540,711700,-5700
07:21.7,17941.42403,17955.31039,17930.7391,17949.03276,4900,17960.22492,119861,398200,322100,18250,17350,15082,720300,8600
12:21.7,17991.43237,18000.76152,17979.0247,17980.34494,2500,17981.03249,87526,399100,317500,19700,16550,-32335,716600,-3700
17:21.7,18022.04107,18033.01516,18002.0386,18027.01785,4390,18028.97763,72673,402000,316300,18750,16000,-14853,718300,1700
22:21.7,18014.9538,18027.76258,18002.3462,18020.58915,620,18023.02509,102035,406300,319700,18200,18400,29362,726000,7700
27:21.7,17985.25743,17993.801,17976.74991,17978.99162,4920,17979.33931,96812,402000,321400,17500,17300,-5223,723400,-2600
32:21.7,18054.99595,18073.28612,18044.49658,18060.25019,2630,18069.82935,81714,409300,320100,18250,19750,-15098,729400,6000
37:21.7,18056.78037,18063.49221,18053.04782,18059.13174,2690,18064.77228,124721,398000,317900,18200,19450,43007,715900,-13500
42:21.7,18057.33822,18058.08503,18052.18078,18052.4732,3350,18054.43846,74220,390500,329300,19850,17950,-50501,719800,3900
47:21.7,18056.86535,18059.06009,18034.56447,18047.75968,2930,18044.46235,97842,401700,326300,19400,16000,23622,728000,8200
